State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacydefinition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3
TENNESSEE - Metropolitan Counties,Carter,63,0,,0,1,62,710,275,390,45,10
TENNESSEE - Metropolitan Counties,Cheatham,84,6,,9,1,68,669,205,390,74,1
TENNESSEE - Metropolitan Counties,Chester,26,1,,3,1,21,145,40,79,26,0
TENNESSEE - Metropolitan Counties,Dickson,75,2,,16,1,56,558,183,325,50,5
TENNESSEE - Metropolitan Counties,Fayette,119,0,,0,3,116,610,209,355,46,0
TENNESSEE - Metropolitan Counties,Hamblen,121,0,,3,21,97,950,365,551,34,9
TENNESSEE - Metropolitan Counties,Hamilton,259,1,,15,20,223,1712,579,1041,92,5
TENNESSEE - Metropolitan Counties,Hartsville/Trousdale,45,0,,2,0,43,271,73,195,3,3
TENNESSEE - Metropolitan Counties,Hawkins,75,3,,5,9,58,1302,558,644,100,5
TENNESSEE - Metropolitan Counties,Hickman,41,2,,4,1,34,243,79,132,32,0
TENNESSEE - Metropolitan Counties,Jefferson,93,3,,7,9,74,952,375,510,67,3
TENNESSEE - Metropolitan Counties,Knox,650,8,,27,129,486,5996,1847,3750,399,23
TENNESSEE - Metropolitan Counties,Loudon,84,2,,2,16,64,677,229,398,50,5
TENNESSEE - Metropolitan Counties,Macon,36,0,,2,0,34,189,34,141,14,1
TENNESSEE - Metropolitan Counties,Madison,155,2,,13,10,130,893,281,530,82,7
TENNESSEE - Metropolitan Counties,Marion,79,1,,2,5,71,400,124,219,57,1
TENNESSEE - Metropolitan Counties,Montgomery,92,1,,9,0,82,741,154,548,39,3
TENNESSEE - Metropolitan Counties,Polk,32,0,,0,0,32,234,56,156,22,4
TENNESSEE - Metropolitan Counties,Robertson,84,0,,9,1,74,449,155,256,38,5
TENNESSEE - Metropolitan Counties,Rutherford,241,0,,13,11,217,1504,451,933,120,4
TENNESSEE - Metropolitan Counties,Sequatchie,26,0,,4,0,22,132,36,71,25,4
TENNESSEE - Metropolitan Counties,Shelby,474,6,,39,69,360,3538,1291,1987,260,16
TENNESSEE - Metropolitan Counties,Smith,17,0,,2,0,15,59,31,25,3,0
TENNESSEE - Metropolitan Counties,Stewart,24,0,,2,1,21,194,78,99,17,0
TENNESSEE - Metropolitan Counties,Sullivan,280,1,,34,12,233,1633,607,929,97,18
TENNESSEE - Metropolitan Counties,Tipton,347,2,,15,7,323,765,222,453,90,6
TENNESSEE - Metropolitan Counties,Unicoi,12,1,,1,1,9,145,39,100,6,3
TENNESSEE - Metropolitan Counties,Union,33,1,,1,3,28,330,141,161,28,1
TENNESSEE - Metropolitan Counties,Washington,243,3,,18,11,211,1120,460,608,52,4
TENNESSEE - Metropolitan Counties,Williamson,47,2,,2,2,41,539,174,345,20,2
TENNESSEE - Metropolitan Counties,Wilson,257,3,,65,11,178,1071,449,570,52,0
TENNESSEE - Nonmetropolitan Counties,Bedford,41,0,,0,4,37,259,113,133,13,2
TENNESSEE - Nonmetropolitan Counties,Benton,36,1,,2,0,33,247,63,175,9,1
TENNESSEE - Nonmetropolitan Counties,Bledsoe,4,0,,0,0,4,111,64,37,10,0
TENNESSEE - Nonmetropolitan Counties,Campbell,65,1,,7,5,52,1035,424,553,58,16
TENNESSEE - Nonmetropolitan Counties,Carroll,38,0,,1,1,36,193,97,83,13,0
TENNESSEE - Nonmetropolitan Counties,Claiborne,105,1,,1,17,86,827,347,433,47,3
TENNESSEE - Nonmetropolitan Counties,Clay,15,1,,1,0,13,97,58,34,5,1
TENNESSEE - Nonmetropolitan Counties,Cocke,145,2,,0,20,123,1084,469,520,95,9
TENNESSEE - Nonmetropolitan Counties,Coffee,106,0,,6,4,96,507,94,367,46,7
TENNESSEE - Nonmetropolitan Counties,Crockett,28,1,,0,1,26,107,37,62,8,2
TENNESSEE - Nonmetropolitan Counties,Cumberland,77,2,,5,8,62,1036,432,523,81,4
TENNESSEE - Nonmetropolitan Counties,Decatur,17,0,,1,4,12,178,68,97,13,3
TENNESSEE - Nonmetropolitan Counties,DeKalb,29,0,,3,3,23,351,143,189,19,1
TENNESSEE - Nonmetropolitan Counties,Dyer,42,0,,0,1,41,349,100,226,23,1
TENNESSEE - Nonmetropolitan Counties,Fentress,22,0,,0,1,21,338,147,176,15,0
TENNESSEE - Nonmetropolitan Counties,Franklin,37,2,,9,2,24,356,63,255,38,10
TENNESSEE - Nonmetropolitan Counties,Gibson,66,0,,3,4,59,358,181,152,25,5
TENNESSEE - Nonmetropolitan Counties,Giles,39,1,,4,2,32,243,102,125,16,3
TENNESSEE - Nonmetropolitan Counties,Greene,168,1,,11,15,141,1406,602,724,80,6
TENNESSEE - Nonmetropolitan Counties,Hancock,13,0,,1,0,12,142,55,83,4,0
TENNESSEE - Nonmetropolitan Counties,Hardeman,82,1,,4,3,74,412,205,161,46,4
TENNESSEE - Nonmetropolitan Counties,Hardin,76,1,,3,1,71,397,146,211,40,8
TENNESSEE - Nonmetropolitan Counties,Haywood,44,1,,2,2,39,198,69,104,25,2
TENNESSEE - Nonmetropolitan Counties,Henderson,103,0,,8,5,90,421,126,254,41,5
TENNESSEE - Nonmetropolitan Counties,Henry,46,3,,2,2,39,455,140,298,17,2
TENNESSEE - Nonmetropolitan Counties,Houston,19,0,,0,0,19,149,57,82,10,1
TENNESSEE - Nonmetropolitan Counties,Humphreys,20,1,,1,0,18,153,44,100,9,0
TENNESSEE - Nonmetropolitan Counties,Jackson,24,0,,1,5,18,222,63,141,18,4
TENNESSEE - Nonmetropolitan Counties,Johnson,70,1,,2,3,64,217,103,90,24,4
TENNESSEE - Nonmetropolitan Counties,Lake,3,0,,0,0,3,21,3,16,2,0
TENNESSEE - Nonmetropolitan Counties,Lauderdale,60,1,,2,4,53,406,179,183,44,1
TENNESSEE - Nonmetropolitan Counties,Lawrence,101,1,,7,2,91,570,257,267,46,13
TENNESSEE - Nonmetropolitan Counties,Lewis,21,0,,4,0,17,161,53,95,13,3
TENNESSEE - Nonmetropolitan Counties,Lincoln,102,0,,0,2,100,475,197,254,24,4
TENNESSEE - Nonmetropolitan Counties,Marshall,23,0,,1,0,22,138,35,98,5,1
TENNESSEE - Nonmetropolitan Counties,Maury,140,4,,11,8,117,743,185,489,69,6
TENNESSEE - Nonmetropolitan Counties,McMinn,77,1,,3,3,70,756,230,441,85,4
TENNESSEE - Nonmetropolitan Counties,McNairy,39,1,,5,1,32,299,94,166,39,1
TENNESSEE - Nonmetropolitan Counties,Meigs,41,1,,5,0,35,285,89,165,31,2
TENNESSEE - Nonmetropolitan Counties,Monroe,99,1,,2,1,95,721,184,478,59,8
TENNESSEE - Nonmetropolitan Counties,Moore,5,0,,2,0,3,110,21,88,1,0
TENNESSEE - Nonmetropolitan Counties,Obion,16,0,,2,1,13,225,50,151,24,2
TENNESSEE - Nonmetropolitan Counties,Overton,27,1,,1,0,25,214,99,107,8,0
TENNESSEE - Nonmetropolitan Counties,Perry,25,0,,1,0,24,141,54,82,5,3
TENNESSEE - Nonmetropolitan Counties,Putnam,86,2,,4,0,80,784,173,559,52,6
TENNESSEE - Nonmetropolitan Counties,Rhea,87,0,,9,4,74,363,116,209,38,3
TENNESSEE - Nonmetropolitan Counties,Roane,56,0,,0,2,54,705,227,423,55,0
TENNESSEE - Nonmetropolitan Counties,Scott,80,0,,4,2,74,560,287,254,19,1
TENNESSEE - Nonmetropolitan Counties,Sevier,152,4,,25,15,108,2038,917,1036,85,1
TENNESSEE - Nonmetropolitan Counties,Van Buren,15,0,,0,0,15,80,29,45,6,2
TENNESSEE - Nonmetropolitan Counties,Warren,42,0,,1,2,39,390,166,186,38,3
TENNESSEE - Nonmetropolitan Counties,Wayne,20,2,,0,1,17,75,14,52,9,1
TENNESSEE - Nonmetropolitan Counties,Weakley,45,0,,0,1,44,222,83,125,14,0
TENNESSEE - Nonmetropolitan Counties,White,53,1,,3,1,48,458,126,288,44,2
TEXAS - Metropolitan Counties,Aransas,21,0,,6,3,12,319,116,181,22,0
TEXAS - Metropolitan Counties,Archer,8,0,,1,0,7,70,23,45,2,1
TEXAS - Metropolitan Counties,Armstrong,0,0,,0,0,0,22,11,10,1,0
TEXAS - Metropolitan Counties,Atascosa,29,0,,0,0,29,378,119,239,20,1
TEXAS - Metropolitan Counties,Austin,18,5,,4,0,9,194,98,83,13,0
TEXAS - Metropolitan Counties,Bandera,13,0,,0,0,13,208,103,105,0,0
TEXAS - Metropolitan Counties,Bastrop,329,3,,21,10,295,1076,497,520,59,6
TEXAS - Metropolitan Counties,Bell,40,0,,18,6,16,837,294,516,27,17
TEXAS - Metropolitan Counties,Bexar,546,11,,73,110,352,6999,2151,4417,431,90
TEXAS - Metropolitan Counties,Bowie,113,1,,9,2,101,728,243,415,70,11
TEXAS - Metropolitan Counties,Brazoria,133,0,,26,31,76,1514,573,836,105,0
TEXAS - Metropolitan Counties,Brazos,49,0,,2,1,46,405,131,255,19,2
TEXAS - Metropolitan Counties,Burleson,27,0,,17,0,10,130,76,39,15,0
TEXAS - Metropolitan Counties,Caldwell,16,0,,2,0,14,210,71,132,7,0
TEXAS - Metropolitan Counties,Calhoun,20,0,,2,0,18,127,37,86,4,0
TEXAS - Metropolitan Counties,Callahan,12,0,,0,0,12,83,31,41,11,0
TEXAS - Metropolitan Counties,Cameron,157,1,,6,31,119,1734,754,873,107,14
TEXAS - Metropolitan Counties,Carson,4,0,,0,1,3,41,4,35,2,0
TEXAS - Metropolitan Counties,Chambers,49,2,,3,5,39,523,159,305,59,4
TEXAS - Metropolitan Counties,Clay,10,0,,0,2,8,130,43,83,4,1
TEXAS - Metropolitan Counties,Collin,86,0,,9,4,73,809,417,315,77,1
TEXAS - Metropolitan Counties,Comal,230,2,,32,12,184,930,350,552,28,1
TEXAS - Metropolitan Counties,Coryell,9,0,,0,0,9,137,59,65,13,0
TEXAS - Metropolitan Counties,Crosby,1,0,,0,0,1,16,5,9,2,0
TEXAS - Metropolitan Counties,Dallas,23,0,,3,3,17,286,89,176,21,15
TEXAS - Metropolitan Counties,Delta,5,0,,0,3,2,116,39,72,5,0
TEXAS - Metropolitan Counties,Denton,85,1,,9,5,70,878,292,514,72,5
TEXAS - Metropolitan Counties,Ector,154,4,,0,12,138,1172,362,750,60,3
TEXAS - Metropolitan Counties,Ellis,68,1,,6,4,57,733,258,417,58,7
TEXAS - Metropolitan Counties,El Paso,310,2,,34,23,251,1374,369,872,133,18
TEXAS - Metropolitan Counties,Fort Bend,896,8,,50,132,706,4440,1579,2625,236,22
TEXAS - Metropolitan Counties,Galveston,112,0,,13,13,86,873,288,516,69,19
TEXAS - Metropolitan Counties,Goliad,18,0,,4,0,14,52,21,29,2,0
TEXAS - Metropolitan Counties,Grayson,42,5,,10,6,21,704,244,409,51,10
TEXAS - Metropolitan Counties,Gregg,109,3,,26,3,77,623,200,322,101,5
TEXAS - Metropolitan Counties,Guadalupe,59,1,,5,3,50,750,318,386,46,6
TEXAS - Metropolitan Counties,Hardin,38,1,,6,2,29,376,114,210,52,4
TEXAS - Metropolitan Counties,Harris,8089,77,,212,3059,4741,55841,15240,35318,5283,401
TEXAS - Metropolitan Counties,Hays,116,3,,7,4,102,1119,332,750,37,4
TEXAS - Metropolitan Counties,Hidalgo,640,14,,77,156,393,7208,2835,3876,497,191
TEXAS - Metropolitan Counties,Hunt,93,3,,0,17,73,1194,659,465,70,2
TEXAS - Metropolitan Counties,Irion,1,0,,0,0,1,18,2,15,1,0
TEXAS - Metropolitan Counties,Jefferson,25,2,,2,3,18,474,126,287,61,0
TEXAS - Metropolitan Counties,Johnson,100,3,,0,4,93,1107,370,705,32,6
TEXAS - Metropolitan Counties,Jones,4,0,,1,0,3,73,23,47,3,0
TEXAS - Metropolitan Counties,Kaufman,189,2,,25,8,154,1337,587,618,132,1
TEXAS - Metropolitan Counties,Kendall,17,0,,7,4,6,202,67,127,8,2
TEXAS - Metropolitan Counties,Lampasas,1,0,,1,0,0,101,29,69,3,2
TEXAS - Metropolitan Counties,Liberty,189,3,,4,5,177,1270,438,644,188,11
TEXAS - Metropolitan Counties,Lubbock,174,0,,25,9,140,662,199,394,69,4
TEXAS - Metropolitan Counties,McLennan,109,0,,38,7,64,765,304,405,56,14
TEXAS - Metropolitan Counties,Medina,41,0,,2,0,39,255,117,120,18,0
TEXAS - Metropolitan Counties,Midland,29,1,,0,4,24,527,194,301,32,1
TEXAS - Metropolitan Counties,Montgomery,862,7,,50,146,659,7561,2184,4824,553,27
TEXAS - Metropolitan Counties,Nueces,62,1,,2,5,54,250,95,147,8,0
TEXAS - Metropolitan Counties,Orange,81,0,,6,6,69,852,328,446,78,1
TEXAS - Metropolitan Counties,Parker,104,3,,6,4,91,1128,437,626,65,0
TEXAS - Metropolitan Counties,Potter,30,3,,4,1,22,211,67,128,16,1
TEXAS - Metropolitan Counties,Randall,31,0,,3,1,27,348,114,199,35,3
TEXAS - Metropolitan Counties,Robertson,2,0,,0,0,2,195,50,129,16,2
TEXAS - Metropolitan Counties,Rockwall,33,1,,5,1,26,199,77,99,23,0
TEXAS - Metropolitan Counties,Rusk,68,5,,2,3,58,567,248,262,57,5
TEXAS - Metropolitan Counties,San Jacinto,82,2,,4,10,66,761,362,340,59,3
TEXAS - Metropolitan Counties,San Patricio,31,1,,1,8,21,298,111,171,16,3
TEXAS - Metropolitan Counties,Smith,184,7,,64,23,90,2021,629,1229,163,27
TEXAS - Metropolitan Counties,Tarrant,105,1,,27,14,63,1245,445,722,78,0
TEXAS - Metropolitan Counties,Taylor,17,0,,4,1,12,190,95,79,16,0
TEXAS - Metropolitan Counties,Tom Green,24,1,,9,4,10,296,84,205,7,3
TEXAS - Metropolitan Counties,Travis,495,9,,15,57,414,3692,1168,2367,157,28
TEXAS - Metropolitan Counties,Upshur,41,0,,9,3,29,554,184,332,38,2
TEXAS - Metropolitan Counties,Victoria,109,1,,7,7,94,555,175,351,29,0
TEXAS - Metropolitan Counties,Waller,38,2,,2,2,32,323,118,178,27,0
TEXAS - Metropolitan Counties,Webb,90,2,,3,2,83,311,120,155,36,3
TEXAS - Metropolitan Counties,Wichita,29,0,,2,3,24,154,48,102,4,8
TEXAS - Metropolitan Counties,Williamson,129,2,,26,6,95,1572,392,1129,51,10
TEXAS - Metropolitan Counties,Wilson,15,1,,1,2,11,238,86,135,17,0
TEXAS - Metropolitan Counties,Wise,117,0,,9,2,106,449,175,262,12,0
TEXAS - Nonmetropolitan Counties,Anderson,78,4,,6,3,65,396,165,213,18,13
TEXAS - Nonmetropolitan Counties,Andrews,5,0,,0,0,5,90,36,52,2,0
TEXAS - Nonmetropolitan Counties,Angelina,54,0,,7,7,40,371,176,180,15,1
TEXAS - Nonmetropolitan Counties,Bailey,3,0,,1,0,2,41,20,18,3,0
TEXAS - Nonmetropolitan Counties,Baylor,3,0,,0,0,3,21,10,10,1,1
TEXAS - Nonmetropolitan Counties,Bee,43,0,,9,2,32,148,47,85,16,2
TEXAS - Nonmetropolitan Counties,Blanco,13,0,,0,0,13,94,45,35,14,0
TEXAS - Nonmetropolitan Counties,Borden,0,0,,0,0,0,2,2,0,0,0
TEXAS - Nonmetropolitan Counties,Bosque,5,0,,0,0,5,133,45,83,5,0
TEXAS - Nonmetropolitan Counties,Brewster,8,1,,1,0,6,32,14,17,1,0
TEXAS - Nonmetropolitan Counties,Briscoe,2,0,,0,0,2,8,5,2,1,0
TEXAS - Nonmetropolitan Counties,Brooks,9,0,,2,0,7,5,1,2,2,1
TEXAS - Nonmetropolitan Counties,Brown,37,0,,0,0,37,193,75,115,3,2
TEXAS - Nonmetropolitan Counties,Burnet,14,0,,5,0,9,307,119,155,33,1
TEXAS - Nonmetropolitan Counties,Camp,7,0,,5,0,2,139,73,61,5,1
TEXAS - Nonmetropolitan Counties,Cass,39,0,,8,1,30,394,160,197,37,0
TEXAS - Nonmetropolitan Counties,Castro,3,1,,0,0,2,70,24,44,2,1
TEXAS - Nonmetropolitan Counties,Cherokee,66,2,,3,7,54,539,192,292,55,4
TEXAS - Nonmetropolitan Counties,Childress,5,0,,1,0,4,13,6,5,2,4
TEXAS - Nonmetropolitan Counties,Cochran,0,0,,0,0,0,73,22,46,5,1
TEXAS - Nonmetropolitan Counties,Coke,1,0,,0,0,1,16,15,0,1,0
TEXAS - Nonmetropolitan Counties,Coleman,1,0,,0,0,1,47,17,26,4,1
TEXAS - Nonmetropolitan Counties,Collingsworth,0,0,,0,0,0,0,0,0,0,0
TEXAS - Nonmetropolitan Counties,Colorado,11,0,,1,1,9,160,55,91,14,0
TEXAS - Nonmetropolitan Counties,Comanche,15,0,,0,0,15,127,40,84,3,1
TEXAS - Nonmetropolitan Counties,Concho,3,0,,2,0,1,14,7,5,2,0
TEXAS - Nonmetropolitan Counties,Cooke,29,2,,6,3,18,280,102,159,19,2
TEXAS - Nonmetropolitan Counties,Cottle,0,0,,0,0,0,4,3,1,0,0
TEXAS - Nonmetropolitan Counties,Crane,1,0,,0,0,1,25,11,13,1,1
TEXAS - Nonmetropolitan Counties,Culberson,5,0,,1,0,4,10,0,8,2,0
TEXAS - Nonmetropolitan Counties,Dallam,1,0,,0,0,1,26,8,17,1,0
TEXAS - Nonmetropolitan Counties,Dawson,0,0,,0,0,0,44,14,26,4,1
TEXAS - Nonmetropolitan Counties,Deaf Smith,7,0,,1,1,5,82,33,46,3,3
TEXAS - Nonmetropolitan Counties,DeWitt,18,0,,0,0,18,98,36,60,2,1
TEXAS - Nonmetropolitan Counties,Dickens,0,0,,0,0,0,1,1,0,0,0
TEXAS - Nonmetropolitan Counties,Dimmit,47,0,,0,5,42,157,55,91,11,1
TEXAS - Nonmetropolitan Counties,Donley,9,0,,0,0,9,40,14,25,1,0
TEXAS - Nonmetropolitan Counties,Duval,39,1,,1,3,34,99,37,47,15,0
TEXAS - Nonmetropolitan Counties,Eastland,4,0,,0,0,4,19,6,12,1,1
TEXAS - Nonmetropolitan Counties,Edwards,3,0,,0,0,3,31,14,17,0,0
TEXAS - Nonmetropolitan Counties,Erath,20,0,,8,0,12,134,35,83,16,0
TEXAS - Nonmetropolitan Counties,Falls,7,0,,0,0,7,92,40,39,13,1
TEXAS - Nonmetropolitan Counties,Fannin,23,1,,3,0,19,218,91,116,11,0
TEXAS - Nonmetropolitan Counties,Fayette,6,2,,0,0,4,180,67,101,12,2
TEXAS - Nonmetropolitan Counties,Fisher,10,0,,0,0,10,54,22,32,0,0
TEXAS - Nonmetropolitan Counties,Floyd,4,0,,1,0,3,9,3,6,0,0
TEXAS - Nonmetropolitan Counties,Foard,1,0,,0,0,1,6,2,4,0,0
TEXAS - Nonmetropolitan Counties,Franklin,19,0,,4,2,13,108,57,42,9,0
TEXAS - Nonmetropolitan Counties,Freestone,8,1,,0,0,7,135,36,88,11,0
TEXAS - Nonmetropolitan Counties,Frio,4,0,,0,0,4,83,38,41,4,0
TEXAS - Nonmetropolitan Counties,Gaines,6,1,,0,0,5,70,24,41,5,4
TEXAS - Nonmetropolitan Counties,Garza,2,0,,0,0,2,36,15,18,3,0
TEXAS - Nonmetropolitan Counties,Gillespie,8,1,,3,0,4,89,30,58,1,0
TEXAS - Nonmetropolitan Counties,Glasscock,1,0,,0,0,1,13,3,10,0,0
TEXAS - Nonmetropolitan Counties,Gonzales,13,1,,2,2,8,133,54,62,17,2
TEXAS - Nonmetropolitan Counties,Gray,11,0,,2,1,8,100,33,64,3,0
TEXAS - Nonmetropolitan Counties,Grimes,16,1,,2,2,11,309,117,170,22,2
TEXAS - Nonmetropolitan Counties,Hale,3,0,,1,0,2,98,45,47,6,0
TEXAS - Nonmetropolitan Counties,Hall,3,0,,0,1,2,6,2,3,1,0
TEXAS - Nonmetropolitan Counties,Hamilton,24,0,,1,2,21,184,98,79,7,3
TEXAS - Nonmetropolitan Counties,Hansford,1,0,,0,0,1,20,4,15,1,3
TEXAS - Nonmetropolitan Counties,Hardeman,7,0,,1,0,6,98,45,51,2,16
TEXAS - Nonmetropolitan Counties,Harrison,112,1,,3,4,104,590,235,332,23,1
TEXAS - Nonmetropolitan Counties,Hartley,9,0,,1,0,8,34,13,19,2,0
TEXAS - Nonmetropolitan Counties,Haskell,2,0,,1,0,1,15,4,11,0,0
TEXAS - Nonmetropolitan Counties,Hemphill,14,0,,1,1,12,42,7,32,3,0
TEXAS - Nonmetropolitan Counties,Henderson,168,3,,34,11,120,1324,527,672,125,2
TEXAS - Nonmetropolitan Counties,Hill,5,1,,4,0,0,377,160,200,17,4
TEXAS - Nonmetropolitan Counties,Hockley,5,0,,1,0,4,88,37,46,5,0
TEXAS - Nonmetropolitan Counties,Hood,86,1,,8,5,72,710,202,445,63,8
TEXAS - Nonmetropolitan Counties,Hopkins,12,0,,6,0,6,131,65,55,11,0
TEXAS - Nonmetropolitan Counties,Houston,14,1,,0,0,13,209,73,112,24,0
TEXAS - Nonmetropolitan Counties,Howard,22,0,,0,0,22,167,65,88,14,0
TEXAS - Nonmetropolitan Counties,Hudspeth,10,0,,0,1,9,44,20,10,14,1
TEXAS - Nonmetropolitan Counties,Hutchinson,16,0,,1,0,15,135,34,88,13,0
TEXAS - Nonmetropolitan Counties,Jack,7,0,,0,0,7,42,20,16,6,1
TEXAS - Nonmetropolitan Counties,Jackson,18,0,,0,1,17,69,18,49,2,0
TEXAS - Nonmetropolitan Counties,Jasper,80,0,,9,0,71,306,121,173,12,0
TEXAS - Nonmetropolitan Counties,Jeff Davis,5,0,,2,0,3,9,5,4,0,0
TEXAS - Nonmetropolitan Counties,Jim Hogg,10,0,,0,0,10,25,10,15,0,0
TEXAS - Nonmetropolitan Counties,Jim Wells,79,1,,9,2,67,326,147,152,27,2
TEXAS - Nonmetropolitan Counties,Karnes,17,0,,0,0,17,140,65,62,13,3
TEXAS - Nonmetropolitan Counties,Kenedy,0,0,,0,0,0,4,1,2,1,0
TEXAS - Nonmetropolitan Counties,Kent,2,0,,0,0,2,21,4,17,0,0
TEXAS - Nonmetropolitan Counties,Kerr,33,0,,5,0,28,364,110,235,19,2
TEXAS - Nonmetropolitan Counties,Kimble,3,1,,2,0,0,14,6,5,3,0
TEXAS - Nonmetropolitan Counties,King,1,0,,0,0,1,4,4,0,0,0
TEXAS - Nonmetropolitan Counties,Kinney,7,1,,0,0,6,11,6,3,2,2
TEXAS - Nonmetropolitan Counties,Kleberg,6,0,,1,0,5,185,31,151,3,0
TEXAS - Nonmetropolitan Counties,Knox,0,0,,0,0,0,17,5,10,2,0
TEXAS - Nonmetropolitan Counties,Lamar,30,1,,6,0,23,377,155,203,19,0
TEXAS - Nonmetropolitan Counties,Lamb,14,0,,2,0,12,114,29,76,9,0
TEXAS - Nonmetropolitan Counties,La Salle,13,0,,0,1,12,60,16,43,1,0
TEXAS - Nonmetropolitan Counties,Lavaca,7,1,,1,0,5,65,28,33,4,0
TEXAS - Nonmetropolitan Counties,Lee,22,1,,6,1,14,117,62,47,8,1
TEXAS - Nonmetropolitan Counties,Leon,19,0,,2,1,16,177,76,92,9,0
TEXAS - Nonmetropolitan Counties,Limestone,81,0,,24,1,56,374,165,198,11,5
TEXAS - Nonmetropolitan Counties,Lipscomb,0,0,,0,0,0,16,1,13,2,0
TEXAS - Nonmetropolitan Counties,Live Oak,3,0,,1,0,2,71,34,36,1,0
TEXAS - Nonmetropolitan Counties,Llano,11,1,,4,1,5,312,102,203,7,1
TEXAS - Nonmetropolitan Counties,Loving,0,0,,0,0,0,0,0,0,0,0
TEXAS - Nonmetropolitan Counties,Lynn,2,0,,1,0,1,27,12,13,2,1
TEXAS - Nonmetropolitan Counties,Madison,23,2,,1,0,20,139,55,70,14,0
TEXAS - Nonmetropolitan Counties,Marion,48,0,,8,3,37,239,104,122,13,2
TEXAS - Nonmetropolitan Counties,Martin,1,0,,0,0,1,36,15,17,4,0
TEXAS - Nonmetropolitan Counties,Mason,2,0,,1,0,1,35,5,30,0,0
TEXAS - Nonmetropolitan Counties,Matagorda,44,0,,2,1,41,332,139,184,9,1
TEXAS - Nonmetropolitan Counties,Maverick,73,0,,5,1,67,464,203,234,27,1
TEXAS - Nonmetropolitan Counties,McCulloch,2,0,,0,1,1,39,16,22,1,0
TEXAS - Nonmetropolitan Counties,McMullen,2,0,,1,0,1,6,0,5,1,0
TEXAS - Nonmetropolitan Counties,Menard,1,1,,0,0,0,8,2,5,1,0
TEXAS - Nonmetropolitan Counties,Milam,11,0,,2,0,9,186,52,124,10,2
TEXAS - Nonmetropolitan Counties,Mills,2,0,,0,0,2,53,20,31,2,1
TEXAS - Nonmetropolitan Counties,Mitchell,1,0,,0,0,1,26,7,19,0,0
TEXAS - Nonmetropolitan Counties,Montague,14,0,,0,0,14,210,88,103,19,1
TEXAS - Nonmetropolitan Counties,Moore,2,0,,1,0,1,77,25,46,6,0
TEXAS - Nonmetropolitan Counties,Morris,41,0,,6,4,31,125,66,52,7,2
TEXAS - Nonmetropolitan Counties,Motley,2,0,,0,0,2,19,6,12,1,1
TEXAS - Nonmetropolitan Counties,Nacogdoches,73,2,,5,4,62,504,203,269,32,2
TEXAS - Nonmetropolitan Counties,Navarro,47,0,,18,3,26,603,245,337,21,1
TEXAS - Nonmetropolitan Counties,Newton,10,0,,0,1,9,139,50,80,9,2
TEXAS - Nonmetropolitan Counties,Nolan,8,1,,0,0,7,62,26,31,5,1
TEXAS - Nonmetropolitan Counties,Ochiltree,6,1,,0,0,5,33,9,21,3,0
TEXAS - Nonmetropolitan Counties,Oldham,2,0,,0,0,2,17,3,12,2,0
TEXAS - Nonmetropolitan Counties,Palo Pinto,30,0,,1,1,28,191,106,71,14,1
TEXAS - Nonmetropolitan Counties,Panola,30,2,,7,2,19,247,79,141,27,2
TEXAS - Nonmetropolitan Counties,Parmer,1,0,,0,1,0,42,11,30,1,0
TEXAS - Nonmetropolitan Counties,Pecos,9,1,,1,1,6,35,10,23,2,1
TEXAS - Nonmetropolitan Counties,Polk,70,3,,27,8,32,741,311,386,44,3
TEXAS - Nonmetropolitan Counties,Presidio,4,0,,0,1,3,9,7,1,1,0
TEXAS - Nonmetropolitan Counties,Rains,17,0,,1,2,14,119,47,67,5,0
TEXAS - Nonmetropolitan Counties,Reagan,2,0,,0,0,2,7,2,5,0,0
TEXAS - Nonmetropolitan Counties,Real,5,0,,0,0,5,12,8,4,0,0
TEXAS - Nonmetropolitan Counties,Red River,19,0,,1,0,18,132,70,54,8,1
TEXAS - Nonmetropolitan Counties,Reeves,13,0,,2,0,11,81,29,48,4,1
TEXAS - Nonmetropolitan Counties,Refugio,8,0,,2,0,6,33,12,20,1,0
TEXAS - Nonmetropolitan Counties,Roberts,3,0,,1,0,2,25,5,17,3,0
TEXAS - Nonmetropolitan Counties,Runnels,0,0,,0,0,0,26,0,23,3,0
TEXAS - Nonmetropolitan Counties,Sabine,26,1,,2,1,22,68,30,37,1,2
TEXAS - Nonmetropolitan Counties,San Augustine,17,0,,1,0,16,107,38,64,5,1
TEXAS - Nonmetropolitan Counties,San Saba,9,0,,1,1,7,15,10,5,0,1
TEXAS - Nonmetropolitan Counties,Schleicher,1,0,,0,0,1,11,3,8,0,0
TEXAS - Nonmetropolitan Counties,Scurry,4,1,,0,0,3,90,26,55,9,0
TEXAS - Nonmetropolitan Counties,Shackelford,4,0,,2,0,2,36,14,19,3,0
TEXAS - Nonmetropolitan Counties,Shelby,36,2,,2,7,25,270,69,182,19,5
TEXAS - Nonmetropolitan Counties,Sherman,0,0,,0,0,0,0,0,0,0,0
TEXAS - Nonmetropolitan Counties,Somervell,7,0,,2,2,3,95,25,67,3,2
TEXAS - Nonmetropolitan Counties,Starr,113,3,,11,8,91,418,178,203,37,4
TEXAS - Nonmetropolitan Counties,Stephens,8,1,,0,0,7,55,26,23,6,0
