State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacydefinition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3
SOUTH DAKOTA - Nonmetropolitan Counties,Corson,1,0,,0,0,1,24,14,6,4,0
SOUTH DAKOTA - Nonmetropolitan Counties,Davison,6,0,,1,0,5,16,1,13,2,0
SOUTH DAKOTA - Nonmetropolitan Counties,Deuel,3,2,,1,0,0,33,15,14,4,0
SOUTH DAKOTA - Nonmetropolitan Counties,Dewey,2,0,,0,0,2,2,2,0,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Douglas,0,0,,0,0,0,0,0,0,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Edmunds,0,0,,0,0,0,1,0,0,1,0
SOUTH DAKOTA - Nonmetropolitan Counties,Faulk,1,0,,0,0,1,2,0,2,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Hamlin,3,0,,1,0,2,39,13,24,2,0
SOUTH DAKOTA - Nonmetropolitan Counties,Hand,4,0,,0,0,4,9,0,9,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Hanson,2,0,,1,0,1,3,1,2,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Harding,1,0,,0,0,1,0,0,0,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Hughes,4,0,,1,0,3,20,6,11,3,0
SOUTH DAKOTA - Nonmetropolitan Counties,Hutchinson,2,0,,0,0,2,1,1,0,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Jerauld,0,0,,0,0,0,5,1,3,1,0
SOUTH DAKOTA - Nonmetropolitan Counties,Lawrence,8,0,,1,0,7,177,12,165,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Marshall,15,0,,6,0,9,40,11,24,5,0
SOUTH DAKOTA - Nonmetropolitan Counties,McPherson,0,0,,0,0,0,1,0,1,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Mellette,2,0,,0,0,2,16,6,8,2,0
SOUTH DAKOTA - Nonmetropolitan Counties,Miner,1,0,,0,1,0,8,6,2,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Moody,3,0,,1,0,2,34,5,26,3,0
SOUTH DAKOTA - Nonmetropolitan Counties,Perkins,0,0,,0,0,0,10,2,7,1,0
SOUTH DAKOTA - Nonmetropolitan Counties,Potter,1,0,,0,0,1,0,0,0,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Roberts,13,0,,0,0,13,25,5,15,5,0
SOUTH DAKOTA - Nonmetropolitan Counties,Spink,10,0,,4,0,6,41,7,30,4,3
SOUTH DAKOTA - Nonmetropolitan Counties,Stanley,5,0,,2,0,3,32,17,15,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Tripp,2,0,,0,0,2,10,6,4,0,0
SOUTH DAKOTA - Nonmetropolitan Counties,Walworth,1,0,,0,0,1,6,1,3,2,0
SOUTH DAKOTA - Nonmetropolitan Counties,Yankton,12,0,,1,1,10,107,27,70,10,1
SOUTH DAKOTA - Nonmetropolitan Counties,Ziebach,0,0,,0,0,0,1,0,0,1,0
TENNESSEE - Metropolitan Counties,Anderson,107,1,,17,10,79,805,333,391,81,9
TENNESSEE - Metropolitan Counties,Blount,301,3,,28,16,254,1782,704,968,110,3
TENNESSEE - Metropolitan Counties,Bradley,220,1,,6,14,199,965,272,612,81,2
TENNESSEE - Metropolitan Counties,Campbell,57,0,,12,8,37,669,336,301,32,14
TENNESSEE - Metropolitan Counties,Cannon,8,0,,0,0,8,95,47,33,15,1
TENNESSEE - Metropolitan Counties,Carter,53,4,,2,1,46,666,295,315,56,4
TENNESSEE - Metropolitan Counties,Chester,16,0,,1,0,15,131,36,86,9,0
TENNESSEE - Metropolitan Counties,Crockett,33,1,,5,0,27,134,50,74,10,0
TENNESSEE - Metropolitan Counties,Dickson,105,1,,9,2,93,548,212,306,30,7
TENNESSEE - Metropolitan Counties,Fayette,62,0,,4,8,50,320,104,194,22,2
TENNESSEE - Metropolitan Counties,Grainger,17,0,,2,2,13,279,63,203,13,0
TENNESSEE - Metropolitan Counties,Hamblen,87,0,,4,13,70,607,182,398,27,8
TENNESSEE - Metropolitan Counties,Hamilton,252,2,,20,18,212,1826,625,1088,113,4
TENNESSEE - Metropolitan Counties,Hickman,63,0,,4,3,56,330,148,157,25,0
TENNESSEE - Metropolitan Counties,Knox,539,7,,30,81,421,5589,1285,3863,441,21
TENNESSEE - Metropolitan Counties,Loudon,60,0,,4,1,55,565,168,360,37,1
TENNESSEE - Metropolitan Counties,Macon,54,0,,1,0,53,135,27,96,12,0
TENNESSEE - Metropolitan Counties,Madison,146,1,,11,6,128,799,320,440,39,6
TENNESSEE - Metropolitan Counties,Marion,56,0,,1,3,52,283,88,165,30,1
TENNESSEE - Metropolitan Counties,Maury,131,1,,12,5,113,636,197,396,43,3
TENNESSEE - Metropolitan Counties,Montgomery,105,2,,9,4,90,770,178,534,58,3
TENNESSEE - Metropolitan Counties,Morgan,77,2,,5,4,66,429,157,242,30,1
TENNESSEE - Metropolitan Counties,Polk,45,4,,1,2,38,326,108,179,39,0
TENNESSEE - Metropolitan Counties,Roane,51,0,,7,0,44,553,248,268,37,5
TENNESSEE - Metropolitan Counties,Robertson,53,0,,4,2,47,348,121,199,28,0
TENNESSEE - Metropolitan Counties,Rutherford,241,0,,12,13,216,1299,397,799,103,3
TENNESSEE - Metropolitan Counties,Sequatchie,35,0,,2,1,32,175,60,92,23,6
TENNESSEE - Metropolitan Counties,Shelby,601,1,,37,79,484,3073,945,1966,162,11
TENNESSEE - Metropolitan Counties,Smith,35,0,,6,1,28,258,96,140,22,2
TENNESSEE - Metropolitan Counties,Sullivan,407,1,,17,15,374,1526,470,949,107,17
TENNESSEE - Metropolitan Counties,Sumner,119,1,,10,3,105,736,263,439,34,10
TENNESSEE - Metropolitan Counties,Tipton,152,0,,12,7,133,621,201,364,56,3
TENNESSEE - Metropolitan Counties,Unicoi,17,0,,0,0,17,273,39,224,10,2
TENNESSEE - Metropolitan Counties,Union,51,1,,5,8,37,512,198,278,36,9
TENNESSEE - Metropolitan Counties,Washington,174,0,,5,9,160,1076,445,575,56,7
TENNESSEE - Metropolitan Counties,Williamson,74,0,,7,8,59,488,154,308,26,6
TENNESSEE - Metropolitan Counties,Wilson,142,1,,3,14,124,949,296,564,89,0
TENNESSEE - Nonmetropolitan Counties,Bedford,45,1,,3,0,41,278,103,164,11,2
TENNESSEE - Nonmetropolitan Counties,Benton,29,0,,1,1,27,164,58,90,16,1
TENNESSEE - Nonmetropolitan Counties,Bledsoe,10,0,,0,1,9,73,20,45,8,1
TENNESSEE - Nonmetropolitan Counties,Carroll,27,0,,1,0,26,192,82,93,17,2
TENNESSEE - Nonmetropolitan Counties,Claiborne,139,0,,3,11,125,670,339,288,43,8
TENNESSEE - Nonmetropolitan Counties,Clay,10,0,,0,0,10,71,34,27,10,0
TENNESSEE - Nonmetropolitan Counties,Cocke,160,3,,2,12,143,895,397,434,64,15
TENNESSEE - Nonmetropolitan Counties,Coffee,67,1,,0,3,63,380,112,241,27,0
TENNESSEE - Nonmetropolitan Counties,Decatur,49,0,,1,3,45,218,77,121,20,1
TENNESSEE - Nonmetropolitan Counties,DeKalb,24,0,,1,0,23,235,84,138,13,0
TENNESSEE - Nonmetropolitan Counties,Dyer,56,0,,1,2,53,273,70,178,25,0
TENNESSEE - Nonmetropolitan Counties,Fentress,36,1,,4,4,27,293,95,186,12,3
TENNESSEE - Nonmetropolitan Counties,Franklin,35,3,,6,0,26,294,93,178,23,3
TENNESSEE - Nonmetropolitan Counties,Gibson,52,0,,1,2,49,315,129,164,22,0
TENNESSEE - Nonmetropolitan Counties,Giles,45,1,,3,4,37,247,109,130,8,1
TENNESSEE - Nonmetropolitan Counties,Greene,154,4,,10,23,117,1094,429,579,86,11
TENNESSEE - Nonmetropolitan Counties,Grundy,110,3,,4,1,102,348,142,144,62,11
TENNESSEE - Nonmetropolitan Counties,Hancock,16,0,,0,0,16,108,39,62,7,0
TENNESSEE - Nonmetropolitan Counties,Hardeman,82,3,,3,1,75,330,140,154,36,3
TENNESSEE - Nonmetropolitan Counties,Haywood,36,0,,4,2,30,224,84,126,14,3
TENNESSEE - Nonmetropolitan Counties,Henderson,60,1,,3,4,52,354,132,197,25,2
TENNESSEE - Nonmetropolitan Counties,Henry,39,1,,7,0,31,428,131,280,17,0
TENNESSEE - Nonmetropolitan Counties,Houston,28,0,,0,1,27,89,31,50,8,1
TENNESSEE - Nonmetropolitan Counties,Humphreys,23,0,,0,0,23,188,54,129,5,1
TENNESSEE - Nonmetropolitan Counties,Jackson,25,0,,0,1,24,202,79,108,15,3
TENNESSEE - Nonmetropolitan Counties,Johnson,76,2,,3,2,69,248,88,124,36,2
TENNESSEE - Nonmetropolitan Counties,Lake,5,0,,0,0,5,21,3,15,3,0
TENNESSEE - Nonmetropolitan Counties,Lauderdale,63,0,,5,4,54,382,173,179,30,2
TENNESSEE - Nonmetropolitan Counties,Lawrence,98,0,,2,2,94,565,218,310,37,6
TENNESSEE - Nonmetropolitan Counties,Lewis,17,0,,3,0,14,162,33,116,13,2
TENNESSEE - Nonmetropolitan Counties,Lincoln,89,4,,3,1,81,369,149,204,16,3
TENNESSEE - Nonmetropolitan Counties,Marshall,31,0,,0,0,31,163,55,95,13,0
TENNESSEE - Nonmetropolitan Counties,McMinn,69,0,,2,5,62,656,194,387,75,7
TENNESSEE - Nonmetropolitan Counties,McNairy,82,0,,3,1,78,326,95,200,31,1
TENNESSEE - Nonmetropolitan Counties,Monroe,135,4,,3,3,125,685,214,411,60,9
TENNESSEE - Nonmetropolitan Counties,Moore,4,0,,0,0,4,89,20,65,4,0
TENNESSEE - Nonmetropolitan Counties,Obion,23,0,,1,1,21,242,64,161,17,3
TENNESSEE - Nonmetropolitan Counties,Overton,47,1,,3,1,42,213,114,90,9,3
TENNESSEE - Nonmetropolitan Counties,Perry,24,0,,1,1,22,104,32,64,8,1
TENNESSEE - Nonmetropolitan Counties,Putnam,142,0,,7,3,132,982,270,652,60,2
TENNESSEE - Nonmetropolitan Counties,Rhea,80,0,,2,4,74,385,123,223,39,1
TENNESSEE - Nonmetropolitan Counties,Scott,23,1,,1,0,21,336,132,179,25,2
TENNESSEE - Nonmetropolitan Counties,Sevier,142,2,,13,13,114,2047,859,1092,96,4
TENNESSEE - Nonmetropolitan Counties,Stewart,34,0,,1,2,31,133,50,70,13,3
TENNESSEE - Nonmetropolitan Counties,Van Buren,12,0,,1,0,11,86,11,72,3,0
TENNESSEE - Nonmetropolitan Counties,Warren,39,0,,1,1,37,402,129,238,35,1
TENNESSEE - Nonmetropolitan Counties,Wayne,41,1,,2,0,38,94,40,46,8,2
TENNESSEE - Nonmetropolitan Counties,Weakley,65,2,,3,1,59,203,77,107,19,0
TENNESSEE - Nonmetropolitan Counties,White,88,1,,5,1,81,404,94,272,38,2
TEXAS - Metropolitan Counties,Aransas,23,1,,4,1,17,291,89,187,15,4
TEXAS - Metropolitan Counties,Archer,5,0,,0,0,5,72,18,40,14,0
TEXAS - Metropolitan Counties,Armstrong,1,0,,0,0,1,28,14,11,3,0
TEXAS - Metropolitan Counties,Atascosa,27,2,,0,0,25,492,208,269,15,0
TEXAS - Metropolitan Counties,Austin,25,0,,2,1,22,146,63,69,14,0
TEXAS - Metropolitan Counties,Bastrop,210,0,,43,11,156,1084,405,600,79,4
TEXAS - Metropolitan Counties,Bell,36,3,,17,4,12,706,270,411,25,9
TEXAS - Metropolitan Counties,Bexar,487,10,,70,99,308,6398,2081,3865,452,80
TEXAS - Metropolitan Counties,Bowie,131,0,,15,9,107,848,331,425,92,17
TEXAS - Metropolitan Counties,Brazoria,92,3,,5,26,58,1523,587,836,100,0
TEXAS - Metropolitan Counties,Brazos,41,1,,0,0,40,415,158,244,13,3
TEXAS - Metropolitan Counties,Burleson,14,0,,5,2,7,124,46,69,9,0
TEXAS - Metropolitan Counties,Caldwell,40,0,,8,3,29,219,79,126,14,0
TEXAS - Metropolitan Counties,Callahan,14,0,,0,2,12,41,22,16,3,0
TEXAS - Metropolitan Counties,Cameron,143,4,,15,19,105,1732,619,1027,86,19
TEXAS - Metropolitan Counties,Carson,4,0,,1,0,3,44,11,31,2,1
TEXAS - Metropolitan Counties,Chambers,67,0,,4,9,54,579,191,339,49,3
TEXAS - Metropolitan Counties,Clay,4,1,,0,2,1,83,61,17,5,0
TEXAS - Metropolitan Counties,Collin,74,1,,16,2,55,624,247,323,54,2
TEXAS - Metropolitan Counties,Comal,219,2,,25,7,185,926,280,594,52,6
TEXAS - Metropolitan Counties,Coryell,8,2,,1,0,5,116,45,62,9,1
TEXAS - Metropolitan Counties,Crosby,1,0,,0,0,1,3,2,1,0,0
TEXAS - Metropolitan Counties,Dallas,51,0,,2,6,43,296,91,181,24,0
TEXAS - Metropolitan Counties,Denton,61,1,,4,4,52,901,255,584,62,6
TEXAS - Metropolitan Counties,Ector,57,0,,1,23,33,1417,321,956,140,3
TEXAS - Metropolitan Counties,Ellis,44,4,,2,2,36,615,233,327,55,1
TEXAS - Metropolitan Counties,El Paso,250,5,,28,23,194,1260,303,829,128,13
TEXAS - Metropolitan Counties,Falls,7,1,,0,0,6,45,30,15,0,2
TEXAS - Metropolitan Counties,Fort Bend,804,1,,38,116,649,4398,1672,2452,274,15
TEXAS - Metropolitan Counties,Galveston,106,0,,16,22,68,794,302,441,51,14
TEXAS - Metropolitan Counties,Goliad,10,0,,3,2,5,116,39,74,3,0
TEXAS - Metropolitan Counties,Grayson,50,0,,15,3,32,800,278,459,63,6
TEXAS - Metropolitan Counties,Gregg,71,0,,28,6,37,524,157,340,27,2
TEXAS - Metropolitan Counties,Guadalupe,109,0,,44,8,57,576,191,346,39,5
TEXAS - Metropolitan Counties,Hardin,48,3,,4,3,38,413,104,236,73,3
TEXAS - Metropolitan Counties,Harris,7416,77,,295,2744,4300,52551,13848,32259,6444,331
TEXAS - Metropolitan Counties,Hays,67,2,,3,0,62,869,381,457,31,1
TEXAS - Metropolitan Counties,Hidalgo,526,22,,65,138,301,6273,2435,3556,282,89
TEXAS - Metropolitan Counties,Hood,49,1,,0,2,46,507,120,343,44,3
TEXAS - Metropolitan Counties,Hudspeth,2,0,,0,0,2,30,11,18,1,0
TEXAS - Metropolitan Counties,Hunt,176,0,,2,14,160,1217,485,651,81,1
TEXAS - Metropolitan Counties,Irion,2,0,,0,0,2,34,16,18,0,0
TEXAS - Metropolitan Counties,Jefferson,38,0,,6,11,21,519,141,330,48,2
TEXAS - Metropolitan Counties,Johnson,144,3,,25,3,113,1078,354,637,87,14
TEXAS - Metropolitan Counties,Jones,0,0,,0,0,0,68,18,49,1,0
TEXAS - Metropolitan Counties,Kaufman,143,1,,19,11,112,1114,443,557,114,2
TEXAS - Metropolitan Counties,Kendall,24,1,,16,0,7,245,76,157,12,0
TEXAS - Metropolitan Counties,Lampasas,4,0,,0,2,2,111,26,82,3,0
TEXAS - Metropolitan Counties,Liberty,152,1,,2,8,141,890,297,492,101,8
TEXAS - Metropolitan Counties,Lynn,3,0,,0,0,3,48,19,27,2,0
TEXAS - Metropolitan Counties,Martin,5,0,,0,0,5,47,8,37,2,0
TEXAS - Metropolitan Counties,McLennan,80,0,,21,4,55,717,287,387,43,4
TEXAS - Metropolitan Counties,Medina,28,0,,10,2,16,202,74,120,8,0
TEXAS - Metropolitan Counties,Midland,37,1,,0,0,36,560,127,359,74,3
TEXAS - Metropolitan Counties,Montgomery,521,10,,30,106,375,6076,1732,3830,514,12
TEXAS - Metropolitan Counties,Newton,1,0,,0,0,1,66,23,37,6,0
TEXAS - Metropolitan Counties,Nueces,63,1,,6,6,50,210,79,125,6,0
TEXAS - Metropolitan Counties,Oldham,2,0,,0,0,2,26,4,22,0,0
TEXAS - Metropolitan Counties,Orange,93,0,,7,3,83,641,246,314,81,1
TEXAS - Metropolitan Counties,Parker,67,3,,9,3,52,1174,419,684,71,0
TEXAS - Metropolitan Counties,Potter,19,0,,0,1,18,182,68,97,17,0
TEXAS - Metropolitan Counties,Randall,43,0,,3,1,39,325,119,182,24,3
TEXAS - Metropolitan Counties,Robertson,13,0,,3,1,9,174,63,104,7,1
TEXAS - Metropolitan Counties,Rusk,102,0,,6,8,88,689,254,388,47,0
TEXAS - Metropolitan Counties,San Patricio,39,0,,1,2,36,351,144,196,11,0
TEXAS - Metropolitan Counties,Smith,264,2,,37,18,207,1936,772,996,168,13
TEXAS - Metropolitan Counties,Somervell,5,0,,0,0,5,108,48,58,2,1
TEXAS - Metropolitan Counties,Tarrant,126,1,,17,12,96,1246,411,746,89,15
TEXAS - Metropolitan Counties,Taylor,30,0,,5,2,23,149,65,72,12,1
TEXAS - Metropolitan Counties,Tom Green,26,1,,19,1,5,279,103,172,4,2
TEXAS - Metropolitan Counties,Travis,448,1,,15,36,396,3182,966,2073,143,24
TEXAS - Metropolitan Counties,Upshur,65,0,,5,1,59,682,274,365,43,3
TEXAS - Metropolitan Counties,Waller,30,2,,5,2,21,255,98,148,9,0
TEXAS - Metropolitan Counties,Webb,87,0,,5,4,78,268,99,141,28,0
TEXAS - Metropolitan Counties,Wichita,37,0,,2,3,32,146,57,82,7,2
TEXAS - Metropolitan Counties,Williamson,114,2,,23,9,80,1147,292,819,36,9
TEXAS - Metropolitan Counties,Wilson,28,3,,4,1,20,284,105,151,28,0
TEXAS - Metropolitan Counties,Wise,64,1,,3,6,54,542,193,304,45,1
TEXAS - Nonmetropolitan Counties,Anderson,52,1,,3,2,46,444,199,204,41,3
TEXAS - Nonmetropolitan Counties,Andrews,3,1,,2,0,0,93,28,59,6,0
TEXAS - Nonmetropolitan Counties,Angelina,73,2,,5,6,60,658,262,363,33,1
TEXAS - Nonmetropolitan Counties,Bailey,2,0,,0,0,2,61,34,26,1,0
TEXAS - Nonmetropolitan Counties,Baylor,0,0,,0,0,0,4,1,3,0,0
TEXAS - Nonmetropolitan Counties,Bee,30,1,,3,1,25,120,39,68,13,0
TEXAS - Nonmetropolitan Counties,Blanco,16,0,,1,0,15,75,37,34,4,0
TEXAS - Nonmetropolitan Counties,Borden,1,0,,0,0,1,6,3,2,1,0
TEXAS - Nonmetropolitan Counties,Bosque,12,0,,3,0,9,128,48,75,5,1
TEXAS - Nonmetropolitan Counties,Brewster,3,0,,0,0,3,17,11,6,0,0
TEXAS - Nonmetropolitan Counties,Briscoe,0,0,,0,0,0,3,0,2,1,0
TEXAS - Nonmetropolitan Counties,Brown,19,2,,0,0,17,161,59,97,5,2
TEXAS - Nonmetropolitan Counties,Burnet,20,0,,6,0,14,290,105,167,18,0
TEXAS - Nonmetropolitan Counties,Camp,10,0,,2,1,7,152,60,88,4,3
TEXAS - Nonmetropolitan Counties,Cass,29,2,,4,1,22,392,204,161,27,0
TEXAS - Nonmetropolitan Counties,Castro,2,0,,0,0,2,66,24,37,5,0
TEXAS - Nonmetropolitan Counties,Cherokee,76,1,,10,3,62,639,209,357,73,4
TEXAS - Nonmetropolitan Counties,Childress,0,0,,0,0,0,15,3,9,3,0
TEXAS - Nonmetropolitan Counties,Cochran,6,0,,3,0,3,122,49,63,10,0
TEXAS - Nonmetropolitan Counties,Coke,0,0,,0,0,0,23,7,16,0,0
TEXAS - Nonmetropolitan Counties,Coleman,0,0,,0,0,0,68,36,29,3,0
TEXAS - Nonmetropolitan Counties,Collingsworth,0,0,,0,0,0,0,0,0,0,0
TEXAS - Nonmetropolitan Counties,Comanche,7,0,,0,0,7,96,33,56,7,0
TEXAS - Nonmetropolitan Counties,Concho,6,0,,0,0,6,5,4,1,0,0
TEXAS - Nonmetropolitan Counties,Cottle,0,0,,0,0,0,1,0,1,0,0
TEXAS - Nonmetropolitan Counties,Crane,1,0,,0,0,1,29,6,22,1,0
TEXAS - Nonmetropolitan Counties,Culberson,1,0,,0,1,0,7,4,3,0,0
TEXAS - Nonmetropolitan Counties,Dallam,0,0,,0,0,0,22,4,16,2,0
TEXAS - Nonmetropolitan Counties,Dawson,1,0,,0,1,0,50,14,31,5,0
TEXAS - Nonmetropolitan Counties,Deaf Smith,1,0,,0,0,1,93,36,48,9,1
TEXAS - Nonmetropolitan Counties,Delta,8,0,,0,1,7,128,66,52,10,2
TEXAS - Nonmetropolitan Counties,DeWitt,15,0,,1,1,13,101,34,58,9,0
TEXAS - Nonmetropolitan Counties,Dickens,0,0,,0,0,0,5,3,2,0,0
TEXAS - Nonmetropolitan Counties,Dimmit,51,0,,4,2,45,438,167,249,22,4
TEXAS - Nonmetropolitan Counties,Donley,10,0,,0,0,10,34,12,18,4,0
TEXAS - Nonmetropolitan Counties,Duval,41,0,,0,1,40,205,60,90,55,2
TEXAS - Nonmetropolitan Counties,Edwards,1,0,,0,0,1,26,6,18,2,0
TEXAS - Nonmetropolitan Counties,Erath,12,0,,2,0,10,88,37,43,8,0
TEXAS - Nonmetropolitan Counties,Fannin,37,3,,12,1,21,183,70,97,16,0
TEXAS - Nonmetropolitan Counties,Fayette,5,1,,1,1,2,161,58,93,10,1
TEXAS - Nonmetropolitan Counties,Fisher,6,0,,0,0,6,66,34,30,2,0
TEXAS - Nonmetropolitan Counties,Floyd,3,1,,0,0,2,28,10,15,3,1
TEXAS - Nonmetropolitan Counties,Foard,2,0,,0,0,2,1,1,0,0,0
TEXAS - Nonmetropolitan Counties,Franklin,8,0,,2,1,5,95,41,44,10,0
TEXAS - Nonmetropolitan Counties,Freestone,18,1,,0,0,17,150,81,56,13,2
TEXAS - Nonmetropolitan Counties,Frio,6,0,,1,0,5,60,22,34,4,0
TEXAS - Nonmetropolitan Counties,Gaines,8,2,,0,1,5,89,30,53,6,0
TEXAS - Nonmetropolitan Counties,Garza,0,0,,0,0,0,56,19,35,2,0
TEXAS - Nonmetropolitan Counties,Gillespie,13,0,,5,2,6,119,41,78,0,0
TEXAS - Nonmetropolitan Counties,Glasscock,1,0,,0,0,1,13,3,9,1,0
TEXAS - Nonmetropolitan Counties,Gonzales,19,0,,4,1,14,177,72,92,13,0
TEXAS - Nonmetropolitan Counties,Gray,1,0,,1,0,0,119,43,68,8,0
TEXAS - Nonmetropolitan Counties,Grimes,31,1,,3,2,25,327,127,173,27,0
TEXAS - Nonmetropolitan Counties,Hale,7,0,,0,0,7,111,44,62,5,0
TEXAS - Nonmetropolitan Counties,Hall,0,0,,0,0,0,1,1,0,0,0
TEXAS - Nonmetropolitan Counties,Hamilton,15,0,,2,2,11,123,59,59,5,1
TEXAS - Nonmetropolitan Counties,Hansford,0,0,,0,0,0,18,2,9,7,0
TEXAS - Nonmetropolitan Counties,Hardeman,0,0,,0,0,0,96,47,48,1,0
TEXAS - Nonmetropolitan Counties,Harrison,70,1,,0,3,66,556,251,289,16,1
TEXAS - Nonmetropolitan Counties,Hartley,2,0,,0,0,2,16,8,6,2,1
TEXAS - Nonmetropolitan Counties,Haskell,3,0,,0,0,3,19,9,8,2,0
TEXAS - Nonmetropolitan Counties,Hemphill,18,0,,0,0,18,66,16,44,6,0
TEXAS - Nonmetropolitan Counties,Henderson,204,2,,31,7,164,1157,419,609,129,7
TEXAS - Nonmetropolitan Counties,Hill,54,1,,5,2,46,420,170,237,13,3
TEXAS - Nonmetropolitan Counties,Hockley,13,0,,5,0,8,67,35,29,3,1
TEXAS - Nonmetropolitan Counties,Hopkins,23,0,,4,0,19,121,47,69,5,1
TEXAS - Nonmetropolitan Counties,Houston,11,1,,0,0,10,186,73,94,19,2
TEXAS - Nonmetropolitan Counties,Howard,33,1,,5,1,26,166,32,123,11,1
TEXAS - Nonmetropolitan Counties,Hutchinson,10,0,,2,1,7,121,32,82,7,0
TEXAS - Nonmetropolitan Counties,Jack3       ,4,0,,0,0,4,,22,43,,0
TEXAS - Nonmetropolitan Counties,Jackson,8,0,,0,0,8,59,22,34,3,0
TEXAS - Nonmetropolitan Counties,Jasper,70,2,,22,3,43,365,147,204,14,0
TEXAS - Nonmetropolitan Counties,Jeff Davis,2,0,,0,1,1,8,4,4,0,0
TEXAS - Nonmetropolitan Counties,Jim Hogg,2,1,,0,0,1,6,2,4,0,0
TEXAS - Nonmetropolitan Counties,Jim Wells,108,3,,9,0,96,368,158,175,35,0
TEXAS - Nonmetropolitan Counties,Karnes,1,0,,0,0,1,214,71,128,15,1
TEXAS - Nonmetropolitan Counties,Kenedy,6,0,,3,1,2,13,5,4,4,0
TEXAS - Nonmetropolitan Counties,Kent,3,0,,0,0,3,13,5,7,1,0
TEXAS - Nonmetropolitan Counties,Kerr,31,1,,8,4,18,362,125,221,16,5
TEXAS - Nonmetropolitan Counties,Kimble,5,0,,0,1,4,20,14,5,1,0
TEXAS - Nonmetropolitan Counties,King,0,0,,0,0,0,0,0,0,0,0
TEXAS - Nonmetropolitan Counties,Kinney,0,0,,0,0,0,3,2,1,0,0
TEXAS - Nonmetropolitan Counties,Kleberg,9,1,,0,0,8,198,18,178,2,0
TEXAS - Nonmetropolitan Counties,Knox,2,0,,0,0,2,15,4,11,0,0
TEXAS - Nonmetropolitan Counties,Lamar,20,1,,2,1,16,351,126,216,9,0
TEXAS - Nonmetropolitan Counties,Lamb,7,0,,1,2,4,113,28,76,9,2
TEXAS - Nonmetropolitan Counties,La Salle,13,0,,0,1,12,43,13,29,1,3
TEXAS - Nonmetropolitan Counties,Lee,13,0,,2,0,11,117,41,71,5,0
TEXAS - Nonmetropolitan Counties,Leon,15,1,,4,1,9,228,94,112,22,0
TEXAS - Nonmetropolitan Counties,Limestone,31,0,,5,0,26,321,141,156,24,3
TEXAS - Nonmetropolitan Counties,Lipscomb,0,0,,0,0,0,12,3,9,0,0
TEXAS - Nonmetropolitan Counties,Live Oak,17,0,,4,1,12,162,62,88,12,0
TEXAS - Nonmetropolitan Counties,Llano,7,0,,1,0,6,261,99,156,6,11
TEXAS - Nonmetropolitan Counties,Loving,0,0,,0,0,0,2,0,2,0,0
TEXAS - Nonmetropolitan Counties,Madison,5,0,,1,1,3,71,25,32,14,0
TEXAS - Nonmetropolitan Counties,Marion,59,1,,7,3,48,219,96,111,12,4
TEXAS - Nonmetropolitan Counties,Mason,1,0,,0,0,1,31,7,24,0,0
TEXAS - Nonmetropolitan Counties,Matagorda,58,0,,2,4,52,246,96,143,7,1
TEXAS - Nonmetropolitan Counties,Maverick,114,3,,4,1,106,623,274,328,21,1
TEXAS - Nonmetropolitan Counties,McCulloch,1,0,,0,0,1,34,11,23,0,0
TEXAS - Nonmetropolitan Counties,McMullen,3,0,,0,0,3,43,9,27,7,0
TEXAS - Nonmetropolitan Counties,Menard,4,0,,0,0,4,2,2,0,0,1
TEXAS - Nonmetropolitan Counties,Milam,23,1,,0,0,22,177,58,104,15,1
TEXAS - Nonmetropolitan Counties,Mills,1,0,,0,0,1,43,14,28,1,1
TEXAS - Nonmetropolitan Counties,Mitchell,0,0,,0,0,0,28,11,14,3,1
TEXAS - Nonmetropolitan Counties,Montague,11,0,,0,1,10,180,50,124,6,0
TEXAS - Nonmetropolitan Counties,Moore,7,1,,0,0,6,79,20,50,9,0
TEXAS - Nonmetropolitan Counties,Morris,27,0,,0,1,26,98,42,54,2,0
TEXAS - Nonmetropolitan Counties,Motley,0,0,,0,0,0,26,10,15,1,0
TEXAS - Nonmetropolitan Counties,Nacogdoches,73,0,,7,3,63,450,133,289,28,3
TEXAS - Nonmetropolitan Counties,Navarro,19,0,,4,3,12,582,228,339,15,0
TEXAS - Nonmetropolitan Counties,Nolan,10,0,,0,1,9,53,21,31,1,0
TEXAS - Nonmetropolitan Counties,Ochiltree,7,0,,0,0,7,53,11,38,4,3
TEXAS - Nonmetropolitan Counties,Palo Pinto,15,1,,0,0,14,158,68,80,10,1
TEXAS - Nonmetropolitan Counties,Panola,38,0,,3,4,31,370,147,187,36,2
