State,County,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,
NEBRASKA-Nonmetropolitan Counties,Cherry,3.0,0.0,0.0,0.0,3.0,8.0,3.0,4.0,1.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Colfax,9.0,0.0,0.0,0.0,9.0,45.0,5.0,37.0,3.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Cuming,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Custer,3.0,0.0,1.0,0.0,2.0,51.0,8.0,37.0,6.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Dawes,1.0,0.0,0.0,0.0,1.0,11.0,4.0,7.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Dawson,10.0,1.0,3.0,0.0,6.0,83.0,17.0,54.0,12.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Deuel,0.0,0.0,0.0,0.0,0.0,31.0,6.0,21.0,4.0,1.0,,
NEBRASKA-Nonmetropolitan Counties,Dodge,9.0,0.0,0.0,2.0,7.0,175.0,44.0,120.0,11.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Franklin,0.0,0.0,0.0,0.0,0.0,19.0,1.0,15.0,3.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Frontier,0.0,0.0,0.0,0.0,0.0,27.0,5.0,20.0,2.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Furnas,2.0,0.0,0.0,0.0,2.0,33.0,5.0,22.0,6.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Gosper,0.0,0.0,0.0,0.0,0.0,13.0,1.0,12.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Hall,12.0,0.0,1.0,2.0,9.0,225.0,57.0,152.0,16.0,2.0,,
NEBRASKA-Nonmetropolitan Counties,Hamilton,2.0,0.0,1.0,1.0,0.0,50.0,8.0,40.0,2.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Harlan,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Hitchcock,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Hooker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Jefferson,0.0,0.0,0.0,0.0,0.0,87.0,21.0,61.0,5.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Kearney,3.0,0.0,1.0,0.0,2.0,59.0,7.0,49.0,3.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Keith,0.0,0.0,0.0,0.0,0.0,56.0,12.0,42.0,2.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Keya Paha,1.0,0.0,0.0,0.0,1.0,9.0,3.0,6.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Knox,0.0,0.0,0.0,0.0,0.0,37.0,15.0,22.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Lincoln,18.0,1.0,2.0,1.0,14.0,191.0,30.0,159.0,2.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Madison,7.0,0.0,2.0,1.0,4.0,74.0,15.0,52.0,7.0,3.0,,
NEBRASKA-Nonmetropolitan Counties,Merrick,8.0,0.0,0.0,0.0,8.0,54.0,14.0,36.0,4.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Morrill,2.0,0.0,0.0,0.0,2.0,29.0,4.0,22.0,3.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Nance,4.0,0.0,0.0,0.0,4.0,11.0,1.0,10.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Otoe,3.0,1.0,0.0,1.0,1.0,64.0,11.0,47.0,6.0,1.0,,
NEBRASKA-Nonmetropolitan Counties,Pawnee,2.0,0.0,0.0,0.0,2.0,57.0,10.0,38.0,9.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Perkins,2.0,0.0,1.0,0.0,1.0,36.0,16.0,16.0,4.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Phelps,0.0,0.0,0.0,0.0,0.0,33.0,2.0,26.0,5.0,1.0,,
NEBRASKA-Nonmetropolitan Counties,Platte,4.0,0.0,0.0,0.0,4.0,161.0,51.0,103.0,7.0,1.0,,
NEBRASKA-Nonmetropolitan Counties,Polk,0.0,0.0,0.0,0.0,0.0,60.0,7.0,52.0,1.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Red Willow,0.0,0.0,0.0,0.0,0.0,35.0,7.0,25.0,3.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Richardson,3.0,0.0,0.0,0.0,3.0,98.0,28.0,64.0,6.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Rock,0.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Saline,3.0,0.0,1.0,0.0,2.0,66.0,31.0,29.0,6.0,1.0,,
NEBRASKA-Nonmetropolitan Counties,Scotts Bluff,9.0,1.0,4.0,0.0,4.0,104.0,21.0,74.0,9.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Sheridan,3.0,0.0,0.0,0.0,3.0,50.0,13.0,35.0,2.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Sherman,2.0,0.0,0.0,0.0,2.0,12.0,3.0,8.0,1.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Sioux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Stanton,3.0,0.0,0.0,0.0,3.0,42.0,9.0,31.0,2.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Thayer,2.0,0.0,0.0,0.0,2.0,96.0,21.0,69.0,6.0,1.0,,
NEBRASKA-Nonmetropolitan Counties,Wayne,2.0,0.0,0.0,0.0,2.0,14.0,3.0,10.0,1.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Webster,2.0,0.0,0.0,0.0,2.0,34.0,9.0,21.0,4.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,Wheeler,1.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,0.0,0.0,,
NEBRASKA-Nonmetropolitan Counties,York,2.0,0.0,1.0,0.0,1.0,54.0,7.0,41.0,6.0,0.0,,
NEVADA-Metropolitan Counties,Carson City,231.0,0.0,0.0,24.0,207.0,1265.0,291.0,874.0,100.0,8.0,,
NEVADA-Metropolitan Counties,Storey,12.0,0.0,0.0,2.0,10.0,64.0,23.0,37.0,4.0,0.0,,
NEVADA-Metropolitan Counties,Washoe,239.0,0.0,1.0,14.0,224.0,1516.0,530.0,824.0,162.0,8.0,,
NEVADA-Nonmetropolitan Counties,Churchill,20.0,1.0,3.0,1.0,15.0,205.0,68.0,119.0,18.0,1.0,,
NEVADA-Nonmetropolitan Counties,Douglas,62.0,1.0,7.0,5.0,49.0,747.0,193.0,509.0,45.0,7.0,,
NEVADA-Nonmetropolitan Counties,Elko,24.0,0.0,9.0,1.0,14.0,188.0,91.0,80.0,17.0,4.0,,
NEVADA-Nonmetropolitan Counties,Esmeralda,3.0,0.0,0.0,0.0,3.0,10.0,5.0,3.0,2.0,1.0,,
NEVADA-Nonmetropolitan Counties,Eureka,6.0,0.0,1.0,0.0,5.0,17.0,6.0,9.0,2.0,0.0,,
NEVADA-Nonmetropolitan Counties,Humboldt,59.0,0.0,0.0,1.0,58.0,48.0,27.0,18.0,3.0,4.0,,
NEVADA-Nonmetropolitan Counties,Lander,49.0,0.0,10.0,2.0,37.0,118.0,28.0,78.0,12.0,0.0,,
NEVADA-Nonmetropolitan Counties,Lincoln,6.0,1.0,0.0,1.0,4.0,34.0,7.0,22.0,5.0,2.0,,
NEVADA-Nonmetropolitan Counties,Lyon,83.0,0.0,1.0,5.0,77.0,781.0,253.0,455.0,73.0,4.0,,
NEVADA-Nonmetropolitan Counties,Mineral,15.0,0.0,0.0,0.0,15.0,24.0,14.0,7.0,3.0,0.0,,
NEVADA-Nonmetropolitan Counties,Nye,124.0,4.0,23.0,20.0,77.0,892.0,275.0,507.0,110.0,14.0,,
NEVADA-Nonmetropolitan Counties,Pershing,33.0,0.0,4.0,2.0,27.0,51.0,25.0,23.0,3.0,0.0,,
NEVADA-Nonmetropolitan Counties,White Pine,20.0,2.0,1.0,3.0,14.0,111.0,45.0,55.0,11.0,0.0,,
NEW HAMPSHIRE-Metropolitan Counties,Rockingham,44.0,0.0,0.0,0.0,44.0,1.0,0.0,1.0,0.0,0.0,,
NEW HAMPSHIRE-Nonmetropolitan Counties,Carroll,3.0,0.0,1.0,0.0,2.0,33.0,11.0,17.0,5.0,1.0,,
NEW HAMPSHIRE-Nonmetropolitan Counties,Cheshire,2.0,0.0,0.0,0.0,2.0,8.0,0.0,8.0,0.0,0.0,,
NEW HAMPSHIRE-Nonmetropolitan Counties,Merrimack,6.0,0.0,1.0,0.0,5.0,4.0,0.0,4.0,0.0,1.0,,
NEW MEXICO-Metropolitan Counties,Bernalillo,942.0,10.0,54.0,137.0,741.0,2733.0,940.0,1369.0,424.0,60.0,,
NEW MEXICO-Metropolitan Counties,Dona Ana,304.0,5.0,26.0,8.0,265.0,1348.0,431.0,757.0,160.0,21.0,,
NEW MEXICO-Metropolitan Counties,Sandoval,36.0,0.0,2.0,1.0,33.0,183.0,120.0,62.0,1.0,0.0,,
NEW MEXICO-Metropolitan Counties,San Juan,258.0,4.0,35.0,6.0,213.0,920.0,266.0,559.0,95.0,3.0,,
NEW MEXICO-Metropolitan Counties,Santa Fe,179.0,3.0,27.0,13.0,136.0,778.0,551.0,210.0,17.0,11.0,,
NEW MEXICO-Metropolitan Counties,Valencia,108.0,5.0,13.0,12.0,78.0,991.0,458.0,306.0,227.0,27.0,,
NEW MEXICO-Nonmetropolitan Counties,Catron,2.0,0.0,0.0,0.0,2.0,19.0,9.0,10.0,0.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Chaves,56.0,2.0,11.0,3.0,40.0,417.0,227.0,149.0,41.0,1.0,,
NEW MEXICO-Nonmetropolitan Counties,Cibola,14.0,0.0,0.0,0.0,14.0,85.0,48.0,29.0,8.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Colfax,4.0,0.0,0.0,0.0,4.0,12.0,6.0,6.0,0.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Curry7,17.0,0.0,0.0,2.0,15.0,,56.0,,16.0,2.0,,
NEW MEXICO-Nonmetropolitan Counties,Eddy,67.0,0.0,19.0,5.0,43.0,445.0,165.0,259.0,21.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Grant,13.0,2.0,0.0,0.0,11.0,70.0,38.0,32.0,0.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Lincoln,52.0,0.0,0.0,0.0,52.0,131.0,57.0,71.0,3.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Luna,77.0,2.0,2.0,1.0,72.0,328.0,153.0,133.0,42.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Otero5,,1.0,8.0,3.0,,243.0,124.0,106.0,13.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Quay,4.0,0.0,0.0,0.0,4.0,16.0,10.0,5.0,1.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Roosevelt,7.0,0.0,2.0,0.0,5.0,67.0,30.0,31.0,6.0,0.0,,
NEW MEXICO-Nonmetropolitan Counties,Socorro,21.0,0.0,0.0,2.0,19.0,79.0,41.0,33.0,5.0,1.0,,
NEW YORK-Metropolitan Counties,Albany,33.0,0.0,4.0,3.0,26.0,103.0,28.0,74.0,1.0,0.0,,
NEW YORK-Metropolitan Counties,Broome,56.0,1.0,9.0,7.0,39.0,1001.0,197.0,780.0,24.0,3.0,,
NEW YORK-Metropolitan Counties,Chemung,15.0,1.0,3.0,1.0,10.0,339.0,77.0,251.0,11.0,3.0,,
NEW YORK-Metropolitan Counties,Dutchess,60.0,0.0,2.0,4.0,54.0,815.0,195.0,584.0,36.0,2.0,,
NEW YORK-Metropolitan Counties,Erie,128.0,1.0,15.0,10.0,102.0,966.0,197.0,735.0,34.0,5.0,,
NEW YORK-Metropolitan Counties,Herkimer,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,,
NEW YORK-Metropolitan Counties,Livingston,34.0,0.0,6.0,1.0,27.0,482.0,90.0,385.0,7.0,3.0,,
NEW YORK-Metropolitan Counties,Madison,12.0,0.0,3.0,0.0,9.0,274.0,79.0,191.0,4.0,3.0,,
NEW YORK-Metropolitan Counties,Monroe,195.0,3.0,16.0,51.0,125.0,3779.0,588.0,3054.0,137.0,8.0,,
NEW YORK-Metropolitan Counties,Nassau,1602.0,14.0,58.0,748.0,782.0,14847.0,1929.0,11900.0,1018.0,,,
NEW YORK-Metropolitan Counties,Niagara,78.0,2.0,9.0,8.0,59.0,1387.0,378.0,960.0,49.0,6.0,,
NEW YORK-Metropolitan Counties,Oneida,26.0,1.0,4.0,2.0,19.0,421.0,133.0,276.0,12.0,5.0,,
NEW YORK-Metropolitan Counties,Onondaga,188.0,1.0,27.0,40.0,120.0,1873.0,360.0,1427.0,86.0,10.0,,
NEW YORK-Metropolitan Counties,Ontario,44.0,0.0,10.0,6.0,28.0,970.0,187.0,760.0,23.0,1.0,,
NEW YORK-Metropolitan Counties,Orange,11.0,0.0,1.0,1.0,9.0,47.0,23.0,22.0,2.0,1.0,,
NEW YORK-Metropolitan Counties,Orleans,17.0,1.0,2.0,2.0,12.0,292.0,88.0,182.0,22.0,2.0,,
NEW YORK-Metropolitan Counties,Oswego,36.0,1.0,8.0,6.0,21.0,385.0,123.0,232.0,30.0,0.0,,
NEW YORK-Metropolitan Counties,Putnam,33.0,1.0,2.0,8.0,22.0,345.0,84.0,251.0,10.0,4.0,,
NEW YORK-Metropolitan Counties,Rockland,9.0,0.0,1.0,1.0,7.0,44.0,2.0,41.0,1.0,0.0,,
NEW YORK-Metropolitan Counties,Saratoga,49.0,0.0,8.0,6.0,35.0,1281.0,238.0,1009.0,34.0,7.0,,
NEW YORK-Metropolitan Counties,Schenectady,3.0,0.0,0.0,1.0,2.0,47.0,2.0,44.0,1.0,0.0,,
NEW YORK-Metropolitan Counties,Schoharie,2.0,0.0,0.0,0.0,2.0,105.0,34.0,70.0,1.0,2.0,,
NEW YORK-Metropolitan Counties,Suffolk,122.0,0.0,0.0,2.0,120.0,4.0,0.0,4.0,0.0,0.0,,
NEW YORK-Metropolitan Counties,Suffolk County Police Department,2166.0,39.0,91.0,890.0,1146.0,26235.0,3805.0,20490.0,1940.0,265.0,,
NEW YORK-Metropolitan Counties,Tioga,15.0,0.0,4.0,1.0,10.0,253.0,60.0,183.0,10.0,4.0,,
NEW YORK-Metropolitan Counties,Tompkins,28.0,1.0,6.0,2.0,19.0,407.0,83.0,307.0,17.0,0.0,,
NEW YORK-Metropolitan Counties,Warren,51.0,0.0,7.0,8.0,36.0,738.0,89.0,640.0,9.0,4.0,,
NEW YORK-Metropolitan Counties,Washington,31.0,2.0,9.0,2.0,18.0,355.0,78.0,270.0,7.0,1.0,,
NEW YORK-Metropolitan Counties,Wayne,50.0,0.0,7.0,7.0,36.0,618.0,149.0,443.0,26.0,8.0,,
NEW YORK-Metropolitan Counties,Westchester Public Safety,41.0,0.0,1.0,1.0,39.0,136.0,9.0,125.0,2.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Allegany,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Cattaraugus,44.0,2.0,3.0,2.0,37.0,552.0,173.0,348.0,31.0,2.0,,
NEW YORK-Nonmetropolitan Counties,Cayuga,25.0,0.0,2.0,1.0,22.0,354.0,74.0,274.0,6.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Chautauqua,30.0,2.0,10.0,2.0,16.0,823.0,251.0,550.0,22.0,7.0,,
NEW YORK-Nonmetropolitan Counties,Chenango,4.0,1.0,0.0,1.0,2.0,322.0,61.0,251.0,10.0,1.0,,
NEW YORK-Nonmetropolitan Counties,Clinton,4.0,0.0,0.0,0.0,4.0,9.0,1.0,8.0,0.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Columbia,25.0,1.0,2.0,0.0,22.0,320.0,83.0,230.0,7.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Cortland,12.0,1.0,8.0,1.0,2.0,300.0,47.0,239.0,14.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Delaware,11.0,0.0,3.0,1.0,7.0,110.0,53.0,53.0,4.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Essex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Franklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Fulton,13.0,0.0,0.0,2.0,11.0,324.0,87.0,224.0,13.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Genesee,48.0,1.0,10.0,2.0,35.0,663.0,135.0,501.0,27.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Greene,11.0,0.0,0.0,0.0,11.0,78.0,43.0,27.0,8.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Lewis,12.0,0.0,1.0,0.0,11.0,188.0,89.0,89.0,10.0,2.0,,
NEW YORK-Nonmetropolitan Counties,Montgomery,25.0,0.0,0.0,4.0,21.0,404.0,65.0,327.0,12.0,1.0,,
NEW YORK-Nonmetropolitan Counties,Otsego,12.0,0.0,2.0,0.0,10.0,216.0,87.0,123.0,6.0,1.0,,
NEW YORK-Nonmetropolitan Counties,Schuyler,8.0,0.0,1.0,0.0,7.0,87.0,26.0,60.0,1.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Seneca,13.0,0.0,3.0,1.0,9.0,203.0,38.0,151.0,14.0,2.0,,
NEW YORK-Nonmetropolitan Counties,Steuben,6.0,0.0,2.0,0.0,4.0,69.0,9.0,60.0,0.0,0.0,,
NEW YORK-Nonmetropolitan Counties,St. Lawrence,13.0,0.0,1.0,1.0,11.0,52.0,16.0,34.0,2.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Sullivan,28.0,1.0,1.0,4.0,22.0,477.0,134.0,325.0,18.0,10.0,,
NEW YORK-Nonmetropolitan Counties,Wyoming,13.0,0.0,0.0,0.0,13.0,217.0,55.0,154.0,8.0,0.0,,
NEW YORK-Nonmetropolitan Counties,Yates,6.0,0.0,0.0,2.0,4.0,152.0,55.0,96.0,1.0,0.0,,
NORTH CAROLINA-Metropolitan Counties,Alamance,161.0,1.0,5.0,16.0,139.0,1275.0,493.0,712.0,70.0,5.0,,
NORTH CAROLINA-Metropolitan Counties,Alexander,78.0,3.0,9.0,10.0,56.0,758.0,298.0,418.0,42.0,7.0,,
NORTH CAROLINA-Metropolitan Counties,Anson,83.0,4.0,4.0,15.0,60.0,608.0,247.0,300.0,61.0,1.0,,
NORTH CAROLINA-Metropolitan Counties,Brunswick,162.0,2.0,21.0,27.0,112.0,2147.0,961.0,1036.0,150.0,32.0,,
NORTH CAROLINA-Metropolitan Counties,Buncombe,194.0,5.0,24.0,50.0,115.0,2462.0,877.0,1356.0,229.0,7.0,,
NORTH CAROLINA-Metropolitan Counties,Burke,100.0,3.0,7.0,18.0,72.0,1295.0,545.0,649.0,101.0,3.0,,
NORTH CAROLINA-Metropolitan Counties,Cabarrus,73.0,4.0,11.0,16.0,42.0,1160.0,519.0,583.0,58.0,7.0,,
NORTH CAROLINA-Metropolitan Counties,Caldwell,63.0,3.0,2.0,12.0,46.0,1472.0,519.0,856.0,97.0,17.0,,
NORTH CAROLINA-Metropolitan Counties,Cumberland,740.0,13.0,34.0,182.0,511.0,4852.0,1335.0,3164.0,353.0,41.0,,
NORTH CAROLINA-Metropolitan Counties,Currituck,44.0,1.0,4.0,2.0,37.0,514.0,170.0,325.0,19.0,2.0,,
NORTH CAROLINA-Metropolitan Counties,Davie,43.0,1.0,4.0,7.0,31.0,671.0,259.0,380.0,32.0,2.0,,
NORTH CAROLINA-Metropolitan Counties,Durham,60.0,1.0,1.0,19.0,39.0,922.0,309.0,542.0,71.0,2.0,,
NORTH CAROLINA-Metropolitan Counties,Edgecombe,71.0,4.0,8.0,13.0,46.0,586.0,292.0,229.0,65.0,7.0,,
NORTH CAROLINA-Metropolitan Counties,Franklin5,,1.0,5.0,14.0,,868.0,382.0,387.0,99.0,6.0,,
NORTH CAROLINA-Metropolitan Counties,Gaston,16.0,0.0,0.0,0.0,16.0,4.0,0.0,3.0,1.0,0.0,,
NORTH CAROLINA-Metropolitan Counties,Guilford,216.0,2.0,22.0,41.0,151.0,2154.0,870.0,1117.0,167.0,33.0,,
NORTH CAROLINA-Metropolitan Counties,Haywood,98.0,0.0,6.0,4.0,88.0,958.0,390.0,517.0,51.0,5.0,,
NORTH CAROLINA-Metropolitan Counties,Henderson,71.0,0.0,12.0,17.0,42.0,1582.0,626.0,816.0,140.0,1.0,,
NORTH CAROLINA-Metropolitan Counties,Hoke,26.0,2.0,1.0,16.0,7.0,789.0,558.0,193.0,38.0,1.0,,
NORTH CAROLINA-Metropolitan Counties,Johnston,187.0,3.0,25.0,35.0,124.0,2691.0,1001.0,1436.0,254.0,11.0,,
NORTH CAROLINA-Metropolitan Counties,Madison,4.0,0.0,2.0,0.0,2.0,217.0,91.0,113.0,13.0,1.0,,
NORTH CAROLINA-Metropolitan Counties,Nash,79.0,2.0,7.0,25.0,45.0,842.0,374.0,319.0,149.0,17.0,,
NORTH CAROLINA-Metropolitan Counties,New Hanover,184.0,1.0,25.0,50.0,108.0,2635.0,676.0,1823.0,136.0,11.0,,
NORTH CAROLINA-Metropolitan Counties,Onslow,289.0,6.0,31.0,49.0,203.0,3148.0,1127.0,1812.0,209.0,22.0,,
NORTH CAROLINA-Metropolitan Counties,Orange,50.0,5.0,5.0,29.0,11.0,822.0,427.0,345.0,50.0,3.0,,
NORTH CAROLINA-Metropolitan Counties,Person,67.0,2.0,5.0,6.0,54.0,626.0,231.0,351.0,44.0,1.0,,
NORTH CAROLINA-Metropolitan Counties,Pitt,255.0,1.0,10.0,36.0,208.0,1835.0,736.0,984.0,115.0,6.0,,
NORTH CAROLINA-Metropolitan Counties,Randolph,124.0,1.0,3.0,22.0,98.0,2208.0,647.0,1411.0,150.0,8.0,,
NORTH CAROLINA-Metropolitan Counties,Rockingham,72.0,1.0,3.0,18.0,50.0,1517.0,532.0,864.0,121.0,1.0,,
NORTH CAROLINA-Metropolitan Counties,Stokes,101.0,1.0,4.0,7.0,89.0,973.0,336.0,557.0,80.0,4.0,,
NORTH CAROLINA-Metropolitan Counties,Union,311.0,5.0,17.0,22.0,267.0,2104.0,894.0,1087.0,123.0,11.0,,
NORTH CAROLINA-Metropolitan Counties,Wake,165.0,3.0,15.0,34.0,113.0,1903.0,677.0,1010.0,216.0,13.0,,
NORTH CAROLINA-Metropolitan Counties,Wayne,171.0,4.0,1.0,32.0,134.0,2101.0,819.0,1066.0,216.0,2.0,,
NORTH CAROLINA-Metropolitan Counties,Yadkin,103.0,0.0,13.0,5.0,85.0,621.0,235.0,325.0,61.0,7.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Alleghany,1.0,0.0,0.0,1.0,0.0,28.0,2.0,26.0,0.0,0.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Ashe,23.0,0.0,4.0,2.0,17.0,413.0,206.0,180.0,27.0,,,
NORTH CAROLINA-Nonmetropolitan Counties,Avery,20.0,0.0,4.0,0.0,16.0,195.0,64.0,120.0,11.0,1.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Beaufort,130.0,1.0,8.0,13.0,108.0,778.0,325.0,391.0,62.0,14.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Bertie,26.0,1.0,5.0,6.0,14.0,289.0,132.0,131.0,26.0,2.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Bladen,139.0,2.0,1.0,19.0,117.0,1074.0,381.0,637.0,56.0,11.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Camden,9.0,0.0,2.0,1.0,6.0,98.0,30.0,65.0,3.0,1.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Cherokee,39.0,0.0,2.0,1.0,36.0,549.0,171.0,366.0,12.0,3.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Chowan,24.0,0.0,1.0,2.0,21.0,170.0,75.0,91.0,4.0,3.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Clay,11.0,0.0,0.0,0.0,11.0,153.0,35.0,106.0,12.0,1.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Cleveland,52.0,0.0,27.0,21.0,4.0,1537.0,665.0,691.0,181.0,2.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Columbus,161.0,3.0,3.0,36.0,119.0,1705.0,767.0,758.0,180.0,5.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Dare,41.0,0.0,6.0,2.0,33.0,706.0,179.0,491.0,36.0,4.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Gates,9.0,0.0,3.0,1.0,5.0,227.0,62.0,145.0,20.0,2.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Granville,60.0,0.0,7.0,12.0,41.0,891.0,336.0,482.0,73.0,8.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Halifax,161.0,3.0,8.0,30.0,120.0,1103.0,563.0,432.0,108.0,16.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Hertford,30.0,3.0,2.0,9.0,16.0,398.0,166.0,192.0,40.0,2.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Iredell,225.0,3.0,25.0,20.0,177.0,1914.0,705.0,1058.0,151.0,10.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Lee,41.0,3.0,3.0,9.0,26.0,734.0,287.0,364.0,83.0,12.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Lenoir,170.0,0.0,2.0,14.0,154.0,1051.0,359.0,638.0,54.0,13.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Lincoln,98.0,1.0,14.0,10.0,73.0,1819.0,681.0,1060.0,78.0,8.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Martin5,,1.0,3.0,6.0,,448.0,202.0,195.0,51.0,9.0,,
NORTH CAROLINA-Nonmetropolitan Counties,McDowell,54.0,5.0,2.0,12.0,35.0,661.0,266.0,345.0,50.0,5.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Montgomery,64.0,2.0,3.0,6.0,53.0,482.0,172.0,266.0,44.0,1.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Moore,56.0,2.0,12.0,5.0,37.0,866.0,395.0,385.0,86.0,12.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Pasquotank,76.0,1.0,8.0,14.0,53.0,344.0,143.0,187.0,14.0,3.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Perquimans,4.0,0.0,2.0,0.0,2.0,146.0,73.0,69.0,4.0,1.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Richmond,150.0,5.0,2.0,31.0,112.0,1160.0,478.0,606.0,76.0,13.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Robeson,628.0,17.0,18.0,139.0,454.0,4085.0,2137.0,1524.0,424.0,34.0,,
NORTH CAROLINA-Nonmetropolitan Counties,Rowan,199.0,3.0,16.0,26.0,154.0,1468.0,493.0,882.0,93.0,13.0,,
