State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacydefinition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3,
INDIANA - Metropolitan Counties,Vigo,23.0,0.0,,8.0,4.0,11.0,925.0,271.0,601.0,53.0,5.0,
INDIANA - Metropolitan Counties,Warrick,74.0,0.0,,5.0,3.0,66.0,635.0,105.0,514.0,16.0,0.0,
INDIANA - Metropolitan Counties,Wells,9.0,0.0,,1.0,0.0,8.0,187.0,53.0,130.0,4.0,1.0,
INDIANA - Nonmetropolitan Counties,Blackford,1.0,0.0,,0.0,1.0,0.0,55.0,21.0,32.0,2.0,1.0,
INDIANA - Nonmetropolitan Counties,Cass,11.0,0.0,,1.0,0.0,10.0,205.0,46.0,156.0,3.0,0.0,
INDIANA - Nonmetropolitan Counties,Clinton,13.0,0.0,,1.0,5.0,7.0,252.0,76.0,159.0,17.0,1.0,
INDIANA - Nonmetropolitan Counties,Crawford,11.0,0.0,,0.0,4.0,7.0,79.0,70.0,2.0,7.0,0.0,
INDIANA - Nonmetropolitan Counties,Daviess,7.0,0.0,1.0,,0.0,6.0,91.0,31.0,50.0,10.0,1.0,
INDIANA - Nonmetropolitan Counties,Franklin,3.0,0.0,,0.0,1.0,2.0,139.0,98.0,36.0,5.0,0.0,
INDIANA - Nonmetropolitan Counties,Fulton,10.0,0.0,,2.0,0.0,8.0,117.0,39.0,62.0,16.0,2.0,
INDIANA - Nonmetropolitan Counties,Gibson,16.0,0.0,,2.0,0.0,14.0,189.0,42.0,134.0,13.0,0.0,
INDIANA - Nonmetropolitan Counties,Grant,31.0,0.0,,5.0,1.0,25.0,333.0,66.0,254.0,13.0,0.0,
INDIANA - Nonmetropolitan Counties,Greene,3.0,1.0,,2.0,0.0,0.0,178.0,27.0,138.0,13.0,0.0,
INDIANA - Nonmetropolitan Counties,Henry,6.0,0.0,,4.0,2.0,0.0,454.0,178.0,253.0,23.0,0.0,
INDIANA - Nonmetropolitan Counties,Jackson,19.0,0.0,,2.0,1.0,16.0,431.0,92.0,317.0,22.0,0.0,
INDIANA - Nonmetropolitan Counties,Jay,13.0,0.0,,1.0,0.0,12.0,97.0,15.0,75.0,7.0,0.0,
INDIANA - Nonmetropolitan Counties,Jennings,71.0,0.0,,3.0,0.0,68.0,324.0,140.0,175.0,9.0,0.0,
INDIANA - Nonmetropolitan Counties,Knox,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
INDIANA - Nonmetropolitan Counties,Kosciusko,168.0,2.0,,5.0,6.0,155.0,750.0,170.0,532.0,48.0,0.0,
INDIANA - Nonmetropolitan Counties,LaGrange,20.0,0.0,,0.0,1.0,19.0,194.0,62.0,117.0,15.0,0.0,
INDIANA - Nonmetropolitan Counties,Lawrence,81.0,0.0,,2.0,1.0,78.0,279.0,134.0,135.0,10.0,5.0,
INDIANA - Nonmetropolitan Counties,Miami,11.0,0.0,,3.0,0.0,8.0,184.0,72.0,111.0,1.0,3.0,
INDIANA - Nonmetropolitan Counties,Montgomery,74.0,0.0,,2.0,4.0,68.0,296.0,80.0,203.0,13.0,0.0,
INDIANA - Nonmetropolitan Counties,Noble,21.0,0.0,,6.0,0.0,15.0,203.0,74.0,114.0,15.0,0.0,
INDIANA - Nonmetropolitan Counties,Parke,3.0,1.0,,0.0,0.0,2.0,48.0,14.0,31.0,3.0,1.0,
INDIANA - Nonmetropolitan Counties,Pike,20.0,0.0,0.0,,0.0,20.0,231.0,53.0,177.0,1.0,,
INDIANA - Nonmetropolitan Counties,Ripley,1.0,0.0,,0.0,1.0,0.0,236.0,60.0,166.0,10.0,0.0,
INDIANA - Nonmetropolitan Counties,Starke,7.0,1.0,,1.0,0.0,5.0,33.0,6.0,20.0,7.0,2.0,
INDIANA - Nonmetropolitan Counties,Steuben,13.0,2.0,,2.0,4.0,5.0,453.0,128.0,297.0,28.0,0.0,
INDIANA - Nonmetropolitan Counties,Tipton,8.0,0.0,,1.0,1.0,6.0,51.0,28.0,15.0,8.0,0.0,
INDIANA - Nonmetropolitan Counties,Wabash,4.0,0.0,,0.0,3.0,1.0,248.0,81.0,159.0,8.0,0.0,
IOWA - Metropolitan Counties,Bremer,5.0,0.0,1.0,,0.0,4.0,44.0,17.0,27.0,0.0,0.0,
IOWA - Metropolitan Counties,Dallas,17.0,1.0,1.0,,1.0,14.0,104.0,21.0,74.0,9.0,3.0,
IOWA - Metropolitan Counties,Dubuque,11.0,0.0,2.0,,0.0,9.0,198.0,64.0,116.0,18.0,2.0,
IOWA - Metropolitan Counties,Grundy,10.0,0.0,0.0,,0.0,10.0,56.0,16.0,38.0,2.0,1.0,
IOWA - Metropolitan Counties,Guthrie,4.0,0.0,1.0,,0.0,3.0,35.0,18.0,15.0,2.0,0.0,
IOWA - Metropolitan Counties,Johnson,68.0,0.0,15.0,,1.0,52.0,225.0,71.0,137.0,17.0,1.0,
IOWA - Metropolitan Counties,Linn,18.0,0.0,3.0,,2.0,13.0,267.0,118.0,122.0,27.0,1.0,
IOWA - Metropolitan Counties,Madison,14.0,0.0,0.0,,0.0,14.0,39.0,14.0,19.0,6.0,0.0,
IOWA - Metropolitan Counties,Mills,34.0,0.0,4.0,,0.0,30.0,150.0,56.0,82.0,12.0,2.0,
IOWA - Metropolitan Counties,Plymouth,16.0,0.0,4.0,,0.0,12.0,56.0,17.0,32.0,7.0,0.0,
IOWA - Metropolitan Counties,Polk,65.0,1.0,5.0,,3.0,56.0,704.0,206.0,426.0,72.0,2.0,
IOWA - Metropolitan Counties,Pottawattamie,69.0,0.0,7.0,,3.0,59.0,425.0,135.0,260.0,30.0,3.0,
IOWA - Metropolitan Counties,Scott,41.0,0.0,4.0,,2.0,35.0,161.0,50.0,101.0,10.0,1.0,
IOWA - Metropolitan Counties,Story,22.0,0.0,1.0,,2.0,19.0,146.0,60.0,73.0,13.0,5.0,
IOWA - Metropolitan Counties,Warren,61.0,0.0,10.0,,0.0,51.0,208.0,75.0,110.0,23.0,5.0,
IOWA - Metropolitan Counties,Washington,28.0,0.0,5.0,,0.0,23.0,81.0,32.0,44.0,5.0,1.0,
IOWA - Metropolitan Counties,Woodbury,21.0,0.0,2.0,,0.0,19.0,138.0,54.0,75.0,9.0,2.0,
IOWA - Nonmetropolitan Counties,Adair,1.0,0.0,0.0,,0.0,1.0,47.0,17.0,28.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Adams,6.0,0.0,1.0,,0.0,5.0,19.0,13.0,6.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Allamakee,5.0,0.0,1.0,,0.0,4.0,25.0,2.0,17.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Appanoose,14.0,0.0,3.0,,0.0,11.0,109.0,47.0,44.0,18.0,4.0,
IOWA - Nonmetropolitan Counties,Buena Vista,10.0,0.0,1.0,,0.0,9.0,46.0,27.0,19.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Butler,3.0,0.0,1.0,,0.0,2.0,13.0,9.0,3.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Calhoun,6.0,1.0,0.0,,0.0,5.0,55.0,16.0,34.0,5.0,0.0,
IOWA - Nonmetropolitan Counties,Cass,6.0,0.0,0.0,,1.0,5.0,73.0,28.0,36.0,9.0,0.0,
IOWA - Nonmetropolitan Counties,Cedar,6.0,0.0,3.0,,0.0,3.0,124.0,15.0,102.0,7.0,3.0,
IOWA - Nonmetropolitan Counties,Cerro Gordo,3.0,0.0,1.0,,0.0,2.0,112.0,44.0,56.0,12.0,0.0,
IOWA - Nonmetropolitan Counties,Cherokee,3.0,0.0,0.0,,0.0,3.0,31.0,9.0,20.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Chickasaw,3.0,0.0,0.0,,0.0,3.0,29.0,14.0,14.0,1.0,1.0,
IOWA - Nonmetropolitan Counties,Clarke,6.0,0.0,2.0,,0.0,4.0,55.0,23.0,29.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Clay,7.0,0.0,0.0,,0.0,7.0,35.0,20.0,15.0,0.0,3.0,
IOWA - Nonmetropolitan Counties,Clayton,13.0,0.0,4.0,,0.0,9.0,58.0,20.0,37.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Clinton,15.0,0.0,3.0,,2.0,10.0,104.0,28.0,67.0,9.0,1.0,
IOWA - Nonmetropolitan Counties,Davis,4.0,0.0,1.0,,0.0,3.0,10.0,3.0,3.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Delaware,5.0,0.0,0.0,,0.0,5.0,27.0,8.0,16.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Des Moines,16.0,0.0,1.0,,0.0,15.0,156.0,47.0,100.0,9.0,2.0,
IOWA - Nonmetropolitan Counties,Dickinson,10.0,1.0,3.0,,0.0,6.0,31.0,8.0,23.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Emmet,7.0,0.0,0.0,,0.0,7.0,42.0,11.0,28.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Fayette,7.0,0.0,0.0,,0.0,7.0,54.0,8.0,39.0,7.0,0.0,
IOWA - Nonmetropolitan Counties,Floyd,4.0,0.0,3.0,,0.0,1.0,34.0,18.0,15.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Greene,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Hamilton,17.0,0.0,0.0,,1.0,16.0,67.0,34.0,27.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Hancock,3.0,0.0,1.0,,0.0,2.0,25.0,11.0,13.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Hardin,8.0,0.0,0.0,,0.0,8.0,87.0,27.0,53.0,7.0,3.0,
IOWA - Nonmetropolitan Counties,Henry,26.0,0.0,0.0,,0.0,26.0,84.0,30.0,46.0,8.0,2.0,
IOWA - Nonmetropolitan Counties,Howard,7.0,0.0,1.0,,1.0,5.0,45.0,15.0,27.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Humboldt,6.0,0.0,0.0,,0.0,6.0,71.0,28.0,38.0,5.0,0.0,
IOWA - Nonmetropolitan Counties,Ida,4.0,0.0,0.0,,0.0,4.0,48.0,21.0,27.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Iowa,10.0,0.0,1.0,,0.0,9.0,94.0,30.0,58.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Jasper,16.0,0.0,0.0,,0.0,16.0,186.0,92.0,83.0,11.0,6.0,
IOWA - Nonmetropolitan Counties,Jefferson,0.0,0.0,0.0,,0.0,0.0,48.0,15.0,26.0,7.0,1.0,
IOWA - Nonmetropolitan Counties,Keokuk,10.0,0.0,0.0,,0.0,10.0,33.0,15.0,17.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Kossuth,3.0,0.0,0.0,,1.0,2.0,33.0,13.0,20.0,0.0,1.0,
IOWA - Nonmetropolitan Counties,Lee,12.0,1.0,1.0,,0.0,10.0,99.0,34.0,56.0,9.0,1.0,
IOWA - Nonmetropolitan Counties,Louisa,6.0,0.0,2.0,,0.0,4.0,57.0,35.0,21.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Lucas,3.0,0.0,1.0,,0.0,2.0,116.0,54.0,49.0,13.0,4.0,
IOWA - Nonmetropolitan Counties,Marion,36.0,0.0,14.0,,1.0,21.0,104.0,49.0,49.0,6.0,4.0,
IOWA - Nonmetropolitan Counties,Marshall,7.0,0.0,0.0,,0.0,7.0,88.0,36.0,39.0,13.0,0.0,
IOWA - Nonmetropolitan Counties,Mitchell,0.0,0.0,0.0,,0.0,0.0,19.0,10.0,9.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Monona,12.0,0.0,3.0,,2.0,7.0,77.0,16.0,57.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Monroe,4.0,0.0,2.0,,0.0,2.0,59.0,28.0,27.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Muscatine,18.0,0.0,5.0,,0.0,13.0,68.0,32.0,30.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,O'Brien,12.0,0.0,6.0,,0.0,6.0,81.0,25.0,56.0,0.0,1.0,
IOWA - Nonmetropolitan Counties,Osceola,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,4.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Page,8.0,0.0,1.0,,0.0,7.0,47.0,21.0,17.0,9.0,1.0,
IOWA - Nonmetropolitan Counties,Palo Alto,14.0,0.0,0.0,,0.0,14.0,75.0,44.0,24.0,7.0,1.0,
IOWA - Nonmetropolitan Counties,Pocahontas,3.0,0.0,0.0,,0.0,3.0,47.0,21.0,24.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Poweshiek,6.0,0.0,2.0,,0.0,4.0,23.0,9.0,11.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Ringgold,0.0,0.0,0.0,,0.0,0.0,41.0,16.0,22.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Sac,11.0,1.0,2.0,,0.0,8.0,81.0,39.0,40.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Sioux,6.0,0.0,0.0,,0.0,6.0,73.0,27.0,43.0,3.0,3.0,
IOWA - Nonmetropolitan Counties,Tama,36.0,0.0,4.0,,0.0,32.0,96.0,38.0,49.0,9.0,0.0,
IOWA - Nonmetropolitan Counties,Taylor,0.0,0.0,0.0,,0.0,0.0,22.0,8.0,12.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Union,2.0,0.0,1.0,,0.0,1.0,35.0,11.0,16.0,8.0,1.0,
IOWA - Nonmetropolitan Counties,Van Buren,12.0,0.0,1.0,,0.0,11.0,63.0,31.0,23.0,9.0,0.0,
IOWA - Nonmetropolitan Counties,Wapello,9.0,0.0,0.0,,0.0,9.0,228.0,142.0,69.0,17.0,2.0,
IOWA - Nonmetropolitan Counties,Wayne,2.0,0.0,0.0,,0.0,2.0,18.0,12.0,6.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Webster,21.0,2.0,1.0,,1.0,17.0,190.0,73.0,107.0,10.0,2.0,
IOWA - Nonmetropolitan Counties,Winnebago,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Winneshiek,0.0,0.0,0.0,,0.0,0.0,13.0,1.0,12.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Worth,8.0,1.0,2.0,,0.0,5.0,84.0,29.0,46.0,9.0,0.0,
IOWA - Nonmetropolitan Counties,Wright,2.0,0.0,0.0,,0.0,2.0,15.0,4.0,10.0,1.0,1.0,
KANSAS - Metropolitan Counties,Butler,52.0,1.0,6.0,,1.0,44.0,624.0,200.0,382.0,42.0,14.0,
KANSAS - Metropolitan Counties,Doniphan,6.0,0.0,0.0,,0.0,6.0,53.0,23.0,24.0,6.0,0.0,
KANSAS - Metropolitan Counties,Douglas,19.0,0.0,2.0,,1.0,16.0,176.0,69.0,98.0,9.0,0.0,
KANSAS - Metropolitan Counties,Harvey,12.0,0.0,0.0,,0.0,12.0,73.0,30.0,38.0,5.0,1.0,
KANSAS - Metropolitan Counties,Jackson,12.0,1.0,0.0,,0.0,11.0,109.0,37.0,66.0,6.0,2.0,
KANSAS - Metropolitan Counties,Jefferson,35.0,0.0,4.0,,0.0,31.0,250.0,60.0,158.0,32.0,3.0,
KANSAS - Metropolitan Counties,Johnson,34.0,1.0,5.0,,0.0,28.0,247.0,61.0,161.0,25.0,5.0,
KANSAS - Metropolitan Counties,Kingman,3.0,0.0,1.0,,0.0,2.0,81.0,21.0,47.0,13.0,1.0,
KANSAS - Metropolitan Counties,Leavenworth,43.0,1.0,3.0,,3.0,36.0,278.0,121.0,128.0,29.0,11.0,
KANSAS - Metropolitan Counties,Miami,24.0,0.0,6.0,,1.0,17.0,219.0,92.0,113.0,14.0,5.0,
KANSAS - Metropolitan Counties,Osage,15.0,0.0,0.0,,0.0,15.0,106.0,47.0,48.0,11.0,2.0,
KANSAS - Metropolitan Counties,Pottawatomie,31.0,0.0,5.0,,2.0,24.0,235.0,64.0,151.0,20.0,4.0,
KANSAS - Metropolitan Counties,Riley County Police Department,146.0,5.0,22.0,,16.0,103.0,1226.0,219.0,962.0,45.0,9.0,
KANSAS - Metropolitan Counties,Shawnee,94.0,0.0,6.0,,3.0,85.0,814.0,194.0,577.0,43.0,4.0,
KANSAS - Metropolitan Counties,Sumner,24.0,1.0,4.0,,1.0,18.0,156.0,63.0,81.0,12.0,3.0,
KANSAS - Metropolitan Counties,Wabaunsee,12.0,0.0,0.0,,0.0,12.0,84.0,33.0,48.0,3.0,2.0,
KANSAS - Metropolitan Counties,Wyandotte,35.0,0.0,2.0,,2.0,31.0,38.0,7.0,27.0,4.0,2.0,
KANSAS - Nonmetropolitan Counties,Allen,2.0,0.0,0.0,,0.0,2.0,74.0,22.0,48.0,4.0,2.0,
KANSAS - Nonmetropolitan Counties,Anderson,12.0,0.0,5.0,,0.0,7.0,78.0,38.0,37.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Barber,6.0,0.0,0.0,,0.0,6.0,49.0,17.0,27.0,5.0,1.0,
KANSAS - Nonmetropolitan Counties,Barton,9.0,1.0,1.0,,0.0,7.0,109.0,33.0,69.0,7.0,0.0,
KANSAS - Nonmetropolitan Counties,Bourbon,25.0,2.0,9.0,,0.0,14.0,105.0,41.0,60.0,4.0,1.0,
KANSAS - Nonmetropolitan Counties,Brown,2.0,0.0,1.0,,0.0,1.0,60.0,22.0,32.0,6.0,0.0,
KANSAS - Nonmetropolitan Counties,Chautauqua,3.0,0.0,1.0,,0.0,2.0,26.0,9.0,15.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Cherokee,40.0,1.0,5.0,,1.0,33.0,254.0,107.0,129.0,18.0,3.0,
KANSAS - Nonmetropolitan Counties,Cheyenne,7.0,1.0,1.0,,0.0,5.0,34.0,6.0,27.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Clark,2.0,0.0,1.0,,0.0,1.0,25.0,8.0,15.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Clay,7.0,0.0,1.0,,0.0,6.0,26.0,4.0,18.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Cloud,14.0,0.0,3.0,,0.0,11.0,62.0,33.0,25.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Coffey,3.0,0.0,2.0,,0.0,1.0,41.0,15.0,24.0,2.0,2.0,
KANSAS - Nonmetropolitan Counties,Cowley,24.0,0.0,2.0,,1.0,21.0,149.0,56.0,81.0,12.0,0.0,
KANSAS - Nonmetropolitan Counties,Crawford,18.0,0.0,4.0,,2.0,12.0,238.0,96.0,129.0,13.0,4.0,
KANSAS - Nonmetropolitan Counties,Dickinson,13.0,0.0,3.0,,0.0,10.0,127.0,72.0,48.0,7.0,2.0,
KANSAS - Nonmetropolitan Counties,Edwards,5.0,0.0,1.0,,0.0,4.0,22.0,4.0,18.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Elk,2.0,0.0,0.0,,0.0,2.0,19.0,6.0,12.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Ellis,17.0,0.0,4.0,,0.0,13.0,92.0,19.0,68.0,5.0,3.0,
KANSAS - Nonmetropolitan Counties,Ellsworth,2.0,0.0,0.0,,0.0,2.0,40.0,15.0,21.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Finney,25.0,1.0,4.0,,0.0,20.0,271.0,109.0,159.0,3.0,2.0,
KANSAS - Nonmetropolitan Counties,Ford,22.0,0.0,3.0,,1.0,18.0,93.0,37.0,49.0,7.0,0.0,
KANSAS - Nonmetropolitan Counties,Franklin,33.0,4.0,4.0,,1.0,24.0,268.0,134.0,116.0,18.0,2.0,
KANSAS - Nonmetropolitan Counties,Geary,14.0,0.0,4.0,,1.0,9.0,51.0,12.0,37.0,2.0,2.0,
KANSAS - Nonmetropolitan Counties,Gove,1.0,0.0,0.0,,0.0,1.0,16.0,6.0,9.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Grant,5.0,0.0,0.0,,0.0,5.0,12.0,5.0,7.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Gray,10.0,0.0,2.0,,1.0,7.0,69.0,25.0,43.0,1.0,3.0,
KANSAS - Nonmetropolitan Counties,Greeley,0.0,0.0,0.0,,0.0,0.0,3.0,1.0,2.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Greenwood,18.0,3.0,0.0,,0.0,15.0,79.0,29.0,47.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Hamilton,8.0,0.0,3.0,,1.0,4.0,25.0,14.0,11.0,0.0,1.0,
KANSAS - Nonmetropolitan Counties,Harper,6.0,0.0,0.0,,0.0,6.0,38.0,11.0,25.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Haskell,6.0,0.0,1.0,,0.0,5.0,57.0,10.0,43.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Hodgeman,2.0,0.0,0.0,,0.0,2.0,19.0,5.0,14.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Kearny,12.0,0.0,3.0,,0.0,9.0,71.0,15.0,52.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Kiowa,2.0,0.0,2.0,,0.0,0.0,33.0,8.0,21.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Labette,5.0,0.0,0.0,,0.0,5.0,104.0,34.0,63.0,7.0,7.0,
KANSAS - Nonmetropolitan Counties,Lane,6.0,0.0,0.0,,0.0,6.0,28.0,12.0,12.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Lincoln,2.0,0.0,0.0,,0.0,2.0,23.0,10.0,10.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Logan,2.0,0.0,0.0,,0.0,2.0,10.0,3.0,6.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Lyon,7.0,0.0,1.0,,0.0,6.0,114.0,18.0,94.0,2.0,7.0,
KANSAS - Nonmetropolitan Counties,Marion,4.0,0.0,0.0,,0.0,4.0,61.0,28.0,26.0,7.0,0.0,
KANSAS - Nonmetropolitan Counties,Marshall,7.0,0.0,0.0,,0.0,7.0,43.0,7.0,33.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,McPherson,6.0,0.0,1.0,,0.0,5.0,88.0,41.0,42.0,5.0,1.0,
KANSAS - Nonmetropolitan Counties,Mitchell,7.0,0.0,1.0,,0.0,6.0,13.0,4.0,7.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Montgomery,16.0,0.0,0.0,,1.0,15.0,165.0,58.0,91.0,16.0,1.0,
KANSAS - Nonmetropolitan Counties,Morris,4.0,0.0,2.0,,0.0,2.0,36.0,17.0,18.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Nemaha,8.0,0.0,1.0,,0.0,7.0,45.0,19.0,21.0,5.0,0.0,
KANSAS - Nonmetropolitan Counties,Neosho,4.0,0.0,0.0,,0.0,4.0,98.0,45.0,47.0,6.0,0.0,
KANSAS - Nonmetropolitan Counties,Ness,7.0,0.0,0.0,,0.0,7.0,20.0,7.0,11.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Norton,1.0,0.0,0.0,,0.0,1.0,11.0,2.0,9.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Osborne,4.0,0.0,2.0,,0.0,2.0,32.0,14.0,16.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Pawnee,2.0,0.0,0.0,,0.0,2.0,37.0,15.0,21.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Phillips,6.0,0.0,0.0,,0.0,6.0,14.0,4.0,6.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Pratt,14.0,0.0,1.0,,0.0,13.0,75.0,33.0,34.0,8.0,0.0,
KANSAS - Nonmetropolitan Counties,Rawlins,0.0,0.0,0.0,,0.0,0.0,11.0,3.0,7.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Republic,1.0,0.0,0.0,,0.0,1.0,50.0,13.0,35.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Rice,9.0,0.0,2.0,,0.0,7.0,62.0,35.0,24.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Rooks,2.0,0.0,2.0,,0.0,0.0,15.0,7.0,8.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Rush,9.0,0.0,0.0,,0.0,9.0,76.0,20.0,53.0,3.0,1.0,
KANSAS - Nonmetropolitan Counties,Russell,5.0,0.0,1.0,,0.0,4.0,48.0,18.0,29.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Saline,19.0,1.0,4.0,,2.0,12.0,147.0,50.0,81.0,16.0,7.0,
KANSAS - Nonmetropolitan Counties,Scott,5.0,0.0,0.0,,0.0,5.0,23.0,6.0,14.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Seward,14.0,1.0,0.0,,1.0,12.0,46.0,6.0,39.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Stafford,5.0,0.0,0.0,,0.0,5.0,31.0,9.0,21.0,1.0,2.0,
KANSAS - Nonmetropolitan Counties,Thomas,5.0,0.0,1.0,,0.0,4.0,22.0,6.0,15.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Washington,4.0,0.0,0.0,,0.0,4.0,21.0,6.0,13.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Wichita,4.0,0.0,0.0,,0.0,4.0,15.0,4.0,9.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Wilson,6.0,0.0,0.0,,0.0,6.0,76.0,37.0,35.0,4.0,1.0,
KANSAS - Nonmetropolitan Counties,Woodson,3.0,0.0,0.0,,0.0,3.0,41.0,16.0,23.0,2.0,1.0,
KENTUCKY - Metropolitan Counties,Allen,3.0,0.0,1.0,,1.0,1.0,117.0,61.0,49.0,7.0,1.0,
KENTUCKY - Metropolitan Counties,Boone,80.0,0.0,32.0,,16.0,32.0,1357.0,384.0,897.0,76.0,7.0,
KENTUCKY - Metropolitan Counties,Bourbon,3.0,0.0,0.0,,1.0,2.0,96.0,41.0,53.0,2.0,1.0,
KENTUCKY - Metropolitan Counties,Boyd,9.0,0.0,0.0,,1.0,8.0,130.0,35.0,92.0,3.0,0.0,
KENTUCKY - Metropolitan Counties,Bracken,1.0,0.0,0.0,,1.0,0.0,68.0,38.0,26.0,4.0,0.0,
KENTUCKY - Metropolitan Counties,Bullitt,32.0,0.0,9.0,,6.0,17.0,478.0,199.0,258.0,21.0,2.0,
KENTUCKY - Metropolitan Counties,Butler,1.0,0.0,0.0,,0.0,1.0,46.0,22.0,17.0,7.0,2.0,
KENTUCKY - Metropolitan Counties,Campbell County Police Department,31.0,0.0,28.0,,0.0,3.0,250.0,92.0,144.0,14.0,2.0,
KENTUCKY - Metropolitan Counties,Christian,23.0,1.0,13.0,,3.0,6.0,325.0,129.0,177.0,19.0,0.0,
KENTUCKY - Metropolitan Counties,Clark,10.0,1.0,2.0,,2.0,5.0,264.0,117.0,137.0,10.0,1.0,
KENTUCKY - Metropolitan Counties,Daviess,15.0,0.0,6.0,,2.0,7.0,499.0,131.0,352.0,16.0,3.0,
KENTUCKY - Metropolitan Counties,Edmonson,2.0,0.0,0.0,,0.0,2.0,53.0,25.0,22.0,6.0,0.0,
KENTUCKY - Metropolitan Counties,Gallatin,1.0,0.0,0.0,,0.0,1.0,76.0,27.0,44.0,5.0,0.0,
KENTUCKY - Metropolitan Counties,Grant,2.0,0.0,1.0,,0.0,1.0,110.0,39.0,65.0,6.0,1.0,
